A,Y,W,Z,A2,W2,X_age,X_educ,X_fsize,X_marr
39288.0,22499.0,1,0,0,1,60,10,2,1
4950.0,-1100.0,0,0,0,1,53,10,2,1
47295.0,5290.0,1,0,0,1,52,13,2,1
11628.0,5000.0,0,0,0,1,35,17,3,0
29400.0,29000.0,0,0,0,1,30,12,1,0
22680.0,-2200.0,0,0,0,0,29,12,6,1
41175.0,-1751.0,0,0,0,0,32,12,2,1
8889.0,500.0,0,0,0,1,25,12,1,0
94776.0,110000.0,0,0,0,1,45,18,1,0
50280.0,-8900.0,0,0,0,1,37,13,4,1
27150.0,-18700.0,0,0,0,0,47,14,3,0
36900.0,21600.0,0,0,0,1,58,12,2,1
6096.0,19600.0,0,0,0,1,27,12,1,0
32430.0,1500.0,0,0,0,0,28,12,3,1
8394.0,0.0,0,0,0,0,40,16,1,0
49509.0,17517.0,0,0,0,1,42,18,3,0
18117.0,10220.0,1,0,0,1,49,12,1,0
7830.0,0.0,0,0,0,1,60,12,1,0
27792.0,449.0,1,0,0,1,43,12,3,1
62610.0,7997.0,1,0,0,1,39,18,3,1
32349.0,-19706.0,0,0,0,0,48,11,4,1
100596.0,92800.0,0,0,0,1,52,18,2,0
34443.0,-1490.0,0,0,0,1,30,12,4,1
27000.0,54997.0,1,0,0,0,55,10,2,1
47070.0,2499.0,0,0,0,1,28,12,2,1
20592.0,-15500.0,0,0,0,1,48,15,2,1
12243.0,299.0,0,0,0,0,36,12,2,0
84993.0,6973.0,0,0,0,1,44,14,3,1
9369.0,-3610.0,0,0,0,0,31,12,3,0
45990.0,26749.0,1,0,0,1,55,6,5,1
110952.0,345603.0,1,0,0,1,52,12,5,1
56094.0,1499.0,0,0,0,1,46,12,2,1
31296.0,1200.0,0,0,0,1,50,12,3,1
30045.0,-5900.0,1,0,0,1,52,12,4,1
31938.0,343.0,0,0,0,1,38,12,4,1
16740.0,420.0,0,0,0,0,41,11,2,0
28812.0,2200.0,1,0,0,1,48,16,2,0
22722.0,30849.0,1,0,0,1,31,18,2,1
44775.0,-26280.0,0,0,0,0,34,16,4,1
4458.0,800.0,0,0,0,0,36,12,3,1
13770.0,0.0,0,0,0,1,53,3,3,1
47250.0,-600.0,0,0,0,1,44,14,1,0
18738.0,12500.0,1,0,0,1,64,11,2,1
15321.0,0.0,0,0,0,0,38,12,1,0
27720.0,-870.0,0,0,0,1,31,13,2,1
20448.0,849.0,0,0,0,0,25,13,1,0
39234.0,-1154.0,0,0,0,0,33,14,4,1
39525.0,-7200.0,0,0,0,1,47,16,3,0
1188.0,10325.0,1,0,0,0,56,8,1,0
45090.0,-4300.0,0,0,0,1,28,12,2,1
19413.0,-4095.0,0,0,0,1,41,12,4,0
47322.0,2526.0,0,0,0,1,25,16,2,1
30432.0,76000.0,1,0,0,0,64,13,2,1
26430.0,-2050.0,0,0,0,0,26,14,2,1
44952.0,11654.0,0,0,0,0,29,13,4,1
56388.0,-2400.0,0,0,0,1,46,18,5,1
24126.0,0.0,0,0,0,0,46,12,8,1
14676.0,1351.0,1,0,0,1,57,12,2,1
33225.0,1600.0,1,0,0,0,41,18,1,0
26580.0,7600.0,0,0,0,1,43,12,3,0
38670.0,950.0,0,0,0,1,27,12,4,1
38697.0,11599.0,0,0,0,0,37,16,1,0
35700.0,1247.0,0,0,0,1,44,13,4,1
57609.0,255.0,0,0,0,1,38,12,4,1
16380.0,-1500.0,0,0,0,0,28,14,3,0
20676.0,-250.0,0,0,0,0,37,14,3,1
108300.0,16500.0,1,0,0,1,33,16,4,1
19680.0,-9000.0,0,0,0,0,28,12,2,1
28515.0,43599.0,0,0,0,1,42,12,6,1
62730.0,6368.0,1,0,0,1,31,16,3,1
12588.0,2000.0,0,0,0,1,41,13,2,0
56103.0,-7751.0,1,0,0,1,55,12,5,1
32442.0,13697.0,0,0,0,0,33,12,3,1
21630.0,1020.0,0,0,0,0,31,12,1,0
99567.0,62950.0,1,0,0,1,40,18,4,1
24426.0,1800.0,0,0,0,1,45,12,1,0
37650.0,19550.0,1,0,0,1,29,16,2,1
44400.0,-5800.0,0,0,0,1,38,16,1,0
14703.0,-1925.0,0,0,0,1,56,10,1,0
28317.0,4035.0,0,0,0,1,53,11,2,1
23445.0,9600.0,1,0,0,1,59,12,2,1
6948.0,6075.0,1,0,0,1,62,13,1,0
15684.0,-5380.0,0,0,0,0,34,16,1,0
69375.0,2900.0,0,0,0,0,42,16,1,0
39210.0,21000.0,1,0,0,0,34,17,2,0
76428.0,230500.0,1,0,0,1,45,18,2,1
25548.0,1400.0,0,0,0,1,63,12,4,0
17253.0,95.0,0,0,0,1,34,12,2,1
42900.0,33649.0,1,0,0,1,53,12,1,0
3555.0,25550.0,1,0,0,1,60,14,2,1
26349.0,1152.0,0,0,0,1,48,6,3,1
16287.0,160.0,0,0,0,1,41,6,7,1
13818.0,300.0,0,0,0,1,34,12,3,1
24807.0,11350.0,0,0,0,1,32,13,4,1
35688.0,-7575.0,0,0,0,0,40,12,4,1
24645.0,-888.0,0,0,0,1,40,12,5,1
8250.0,-6900.0,0,0,0,0,25,14,1,0
13632.0,400.0,0,0,0,0,41,12,2,0
13980.0,-80.0,0,0,0,0,30,12,3,0
24666.0,-5551.0,0,0,0,1,32,13,3,0
23601.0,0.0,0,0,0,0,33,10,4,0
15135.0,249.0,0,0,0,0,55,14,1,0
30660.0,300.0,0,0,0,0,50,12,3,1
11820.0,100.0,0,0,0,0,30,12,3,0
65220.0,185500.0,1,0,0,1,51,18,3,1
74862.0,6971.0,1,0,0,1,32,18,3,1
51360.0,12000.0,1,0,0,1,35,16,1,0
17970.0,2000.0,0,0,0,1,29,12,3,1
21459.0,-2681.0,0,0,0,1,39,14,2,0
37236.0,130.0,1,0,0,1,25,13,3,1
10200.0,0.0,0,0,0,0,64,8,2,0
44316.0,4500.0,0,0,0,1,37,13,2,1
32565.0,11109.0,0,0,0,1,48,12,1,0
34950.0,500.0,0,0,0,1,41,16,3,0
77781.0,35499.0,1,0,0,1,27,18,2,1
12780.0,-800.0,0,0,0,1,55,8,3,1
39393.0,38177.0,1,0,0,1,60,11,2,1
44241.0,-920.0,0,0,0,1,31,12,3,0
19956.0,2029.0,0,0,0,0,53,16,1,0
50544.0,54253.0,1,0,0,1,52,18,2,0
59580.0,17600.0,1,0,0,1,37,12,3,1
55377.0,4256.0,1,0,0,1,38,12,4,1
19170.0,-6900.0,0,0,0,1,41,16,1,0
17646.0,-399.0,0,0,0,0,25,12,3,1
17445.0,-7000.0,0,0,0,1,34,12,4,1
9240.0,20200.0,1,0,0,1,27,16,1,0
61521.0,12250.0,1,0,0,1,46,12,5,0
101886.0,90500.0,1,0,0,1,38,16,2,0
31692.0,13828.0,1,0,0,1,62,8,2,1
10800.0,0.0,0,0,0,0,54,12,1,0
13377.0,-2350.0,0,0,0,0,25,12,1,0
61476.0,175999.0,1,0,0,1,63,16,2,1
7440.0,-16200.0,0,0,0,0,26,13,4,1
6000.0,0.0,0,0,0,0,46,14,2,0
26316.0,0.0,0,0,0,1,54,12,1,0
50916.0,2117.0,1,0,0,1,57,14,2,1
73362.0,-17300.0,0,0,0,1,42,14,5,1
29205.0,268.0,0,0,0,0,34,12,6,1
48558.0,-2462.0,0,0,0,0,28,12,4,1
6774.0,-500.0,0,0,0,0,40,10,3,0
16509.0,174999.0,1,0,0,1,52,18,1,0
25608.0,1800.0,0,0,0,0,49,3,1,0
27600.0,-10500.0,0,0,0,0,36,15,4,0
22440.0,-2140.0,0,0,0,0,29,12,3,1
169404.0,34418.0,1,0,0,1,32,17,2,1
37368.0,-8000.0,0,0,0,1,40,12,6,1
92253.0,0.0,1,0,0,0,38,18,3,0
85569.0,29648.0,1,0,0,0,30,16,2,1
2205.0,-300.0,0,0,0,0,46,12,6,0
37371.0,-3647.0,0,0,0,0,25,16,1,0
23940.0,350.0,0,0,0,1,29,11,3,1
57786.0,-8538.0,0,0,0,0,31,18,2,1
12018.0,300.0,0,0,0,0,46,11,1,0
15612.0,650.0,0,0,0,1,38,16,3,0
26664.0,5855.0,0,0,0,1,59,12,1,0
47520.0,12899.0,1,0,0,1,46,15,4,1
23208.0,-24500.0,0,0,0,0,55,12,3,1
21978.0,100.0,0,0,0,1,38,12,1,0
6471.0,0.0,0,0,0,0,30,14,4,0
41856.0,7000.0,0,0,0,0,25,12,3,1
26880.0,-16431.0,0,0,0,0,33,17,3,1
9705.0,0.0,0,0,0,0,59,1,1,0
18162.0,3129.0,0,0,0,1,25,13,1,0
15390.0,2725.0,0,0,0,0,25,17,1,0
48615.0,450.0,0,0,0,0,35,12,4,1
17700.0,0.0,0,0,0,0,28,10,1,0
18402.0,-20.0,0,0,0,1,56,12,4,1
60150.0,300.0,0,0,0,1,49,14,3,1
37257.0,1400.0,0,0,0,1,25,18,2,1
32589.0,1300.0,0,0,0,1,31,12,4,1
10857.0,1046.0,0,0,0,1,27,12,1,0
35247.0,22227.0,1,0,0,0,38,12,1,0
29430.0,-19425.0,0,0,0,0,34,16,2,0
55986.0,13400.0,0,0,0,1,34,13,6,1
12150.0,0.0,0,0,0,0,40,12,1,0
26295.0,2199.0,0,0,0,1,53,18,1,0
49329.0,-6705.0,0,0,0,1,32,16,2,1
5868.0,-2425.0,0,0,0,0,33,15,3,0
29097.0,-1900.0,0,0,0,1,55,12,2,1
74970.0,7999.0,0,0,0,1,47,12,4,1
23718.0,14299.0,1,0,0,0,32,16,1,0
97044.0,184100.0,1,0,0,1,61,16,2,1
40800.0,2600.0,0,0,0,1,30,11,2,1
14130.0,1850.0,0,0,0,0,37,18,1,0
18255.0,-2400.0,0,0,0,1,54,12,3,0
53700.0,-8501.0,0,0,0,0,32,16,4,1
12369.0,0.0,0,0,0,0,27,12,2,0
22824.0,59000.0,1,0,0,1,50,12,1,0
41007.0,-1889.0,0,0,0,1,48,12,2,1
34002.0,-21498.0,1,0,0,0,45,12,3,1
11832.0,-400.0,0,0,0,0,28,12,1,0
42060.0,18600.0,1,0,0,1,41,16,4,1
18090.0,5499.0,1,0,0,0,64,9,1,0
8088.0,0.0,0,0,0,0,28,12,3,0
62700.0,600.0,0,0,0,0,32,13,2,0
29013.0,114900.0,1,0,0,1,63,12,2,1
9228.0,7.0,0,0,0,0,32,12,1,0
14460.0,1339.0,0,0,0,1,52,1,3,1
61722.0,-2480.0,0,0,0,1,32,13,3,1
43560.0,2750.0,0,0,0,1,32,13,4,1
26973.0,2100.0,0,0,0,1,32,12,5,1
17430.0,-300.0,0,0,0,0,61,12,4,0
61953.0,17700.0,0,0,0,1,41,14,4,1
35475.0,-4050.0,0,0,0,0,40,18,3,0
6663.0,95.0,0,0,0,0,26,12,4,0
11220.0,0.0,0,0,0,0,25,6,4,1
10200.0,0.0,0,0,0,1,29,12,3,0
20559.0,2900.0,0,0,0,0,30,14,3,0
9948.0,0.0,0,0,0,0,42,3,5,0
26550.0,60015.0,0,0,0,1,37,15,2,1
16149.0,1800.0,0,0,0,1,60,12,2,0
36000.0,-10700.0,0,0,0,0,35,18,1,0
58959.0,110100.0,1,0,0,0,51,14,1,0
110760.0,334576.0,1,0,0,1,49,18,4,1
7020.0,-6550.0,0,0,0,0,28,18,1,0
43230.0,1400.0,0,0,0,0,28,12,1,0
6375.0,0.0,0,0,0,0,29,16,2,1
42951.0,6834.0,0,0,0,1,47,6,3,1
52350.0,11700.0,1,0,0,1,40,12,2,1
20460.0,100.0,0,0,0,0,26,12,4,0
8745.0,1249.0,0,0,0,1,58,8,6,1
26010.0,-500.0,0,0,0,1,52,12,1,0
16200.0,0.0,0,0,0,0,61,10,2,1
9630.0,0.0,0,0,0,1,40,12,5,0
18576.0,-2200.0,0,0,0,1,35,11,5,1
23535.0,137800.0,1,0,0,0,62,16,1,0
41112.0,99.0,0,0,0,1,30,12,2,1
19770.0,-7000.0,0,0,0,1,28,12,4,1
17652.0,-1030.0,0,0,0,1,46,12,4,1
101949.0,32500.0,1,0,0,1,53,12,3,1
14640.0,955.0,1,0,0,1,40,12,2,0
28050.0,11000.0,1,0,0,1,61,16,2,1
43281.0,1368.0,1,0,0,0,29,12,3,1
25020.0,100.0,0,0,0,0,36,15,1,0
38319.0,90.0,0,0,0,0,31,12,3,1
10245.0,300.0,0,0,0,0,38,7,3,1
29640.0,994.0,0,0,0,1,38,13,4,1
34680.0,-57000.0,0,0,0,1,45,10,4,1
12954.0,0.0,0,0,0,1,27,12,5,1
9600.0,300.0,0,0,0,0,32,11,2,0
35889.0,591.0,0,0,0,1,37,14,4,1
41064.0,14899.0,1,0,0,1,63,12,3,1
56253.0,133.0,0,0,0,0,49,12,3,1
50424.0,20399.0,1,0,0,1,35,13,4,1
24090.0,1299.0,0,0,0,0,43,12,1,0
24168.0,-9795.0,0,0,0,0,26,13,1,0
43590.0,5500.0,1,0,0,1,51,17,2,0
19434.0,-400.0,0,0,0,0,56,14,5,1
33921.0,39400.0,1,0,0,1,59,12,2,1
36933.0,-5004.0,0,0,0,1,49,16,4,1
16938.0,6215.0,0,0,0,1,25,12,3,1
25122.0,1205.0,0,0,0,0,30,12,4,1
9180.0,0.0,0,0,0,1,54,6,5,1
43209.0,200.0,0,0,0,1,38,14,3,1
12960.0,0.0,0,0,0,0,40,10,1,0
13338.0,0.0,0,0,0,0,39,12,6,0
17850.0,0.0,0,0,0,1,47,7,6,1
46983.0,12115.0,0,0,0,1,47,12,4,1
79650.0,42600.0,1,0,0,1,42,12,3,1
22050.0,47900.0,1,0,0,1,58,8,1,0
19374.0,34000.0,1,0,0,1,64,12,2,1
29427.0,1600.0,0,0,0,1,28,16,6,1
19416.0,4500.0,0,0,0,0,38,12,2,0
51408.0,14999.0,0,0,0,1,34,12,2,1
39978.0,28000.0,1,0,0,0,53,15,1,0
20400.0,0.0,0,0,0,0,36,8,5,1
37971.0,37173.0,1,0,0,1,51,15,2,1
9960.0,0.0,0,0,0,0,45,12,4,1
21369.0,-113.0,0,0,0,1,36,12,2,0
28560.0,2760.0,1,0,0,1,32,18,4,1
70590.0,3699.0,0,0,0,1,48,18,4,1
3207.0,-10391.0,0,0,0,0,30,17,1,0
33360.0,-3995.0,0,0,0,1,36,12,4,1
27270.0,-3264.0,0,0,0,1,25,12,3,1
4653.0,0.0,0,0,0,0,35,11,5,0
11250.0,0.0,0,0,0,0,43,11,5,0
49500.0,-3000.0,0,0,0,1,34,16,3,0
22335.0,8050.0,1,0,0,1,41,13,3,0
12648.0,100.0,0,0,0,0,44,12,2,1
15822.0,11400.0,0,0,0,0,26,17,2,1
14580.0,-248.0,0,0,0,0,41,12,3,0
32025.0,40800.0,1,0,0,0,42,14,1,0
48786.0,7500.0,1,0,0,1,34,13,4,1
34794.0,249.0,0,0,0,0,41,16,1,0
59400.0,47000.0,0,0,0,1,39,12,3,1
8400.0,0.0,0,0,0,0,27,12,3,0
39606.0,80.0,0,0,0,0,29,14,2,1
28872.0,-5700.0,0,0,0,1,32,12,5,1
16812.0,0.0,0,0,0,1,49,12,4,1
19380.0,0.0,0,0,0,0,25,12,1,0
19770.0,74350.0,0,0,0,1,36,12,1,0
10710.0,100.0,0,0,0,0,37,10,1,0
28740.0,-1200.0,0,0,0,0,27,18,1,0
11040.0,200.0,0,0,0,0,37,13,4,1
29700.0,-250.0,0,0,0,1,56,12,3,1
19980.0,20.0,0,0,0,1,30,9,5,1
16374.0,-1218.0,0,0,0,1,46,6,6,1
44790.0,2950.0,0,0,0,1,41,12,2,1
29304.0,1849.0,0,0,0,1,53,12,2,1
15966.0,0.0,0,0,0,0,30,12,1,0
10200.0,-1200.0,0,0,0,0,25,15,1,0
63750.0,223075.0,1,0,0,0,30,16,1,0
45594.0,220.0,0,0,0,0,43,9,7,1
70290.0,-14500.0,0,0,0,1,35,12,4,1
27021.0,34397.0,0,0,0,1,56,18,1,0
42813.0,12205.0,0,0,0,1,42,18,4,1
41514.0,3500.0,0,0,0,1,37,12,4,1
20490.0,1815.0,0,0,0,1,29,12,1,0
5265.0,100.0,0,0,0,1,39,14,1,0
67005.0,-12300.0,0,0,0,1,36,14,5,1
17352.0,11955.0,1,0,0,0,34,13,1,0
13065.0,19249.0,1,0,0,0,58,14,1,0
18549.0,19000.0,0,0,0,1,63,3,2,1
25395.0,700.0,0,0,0,1,25,15,1,0
17079.0,13050.0,0,0,0,0,29,14,1,0
66111.0,8420.0,0,0,0,1,42,17,4,1
22248.0,-10550.0,0,0,0,1,44,6,8,1
26952.0,-1050.0,0,0,0,1,36,13,4,1
16320.0,0.0,0,0,0,0,61,11,2,1
42948.0,-7953.0,0,0,0,1,59,12,2,1
51150.0,26500.0,1,0,0,1,47,18,1,0
45471.0,32700.0,1,0,0,1,60,16,2,0
57924.0,0.0,0,0,0,0,47,12,4,1
47733.0,1780.0,0,0,0,1,36,14,2,1
17400.0,-10100.0,0,0,0,0,35,16,1,0
23484.0,15108.0,1,0,0,1,55,12,2,1
13332.0,-700.0,0,0,0,1,59,10,2,1
17850.0,0.0,0,0,0,0,25,12,1,0
70830.0,-2000.0,0,0,0,1,46,12,4,1
16536.0,100.0,0,0,0,1,63,9,3,1
64875.0,-5700.0,0,0,0,1,27,16,4,1
6843.0,0.0,0,0,0,0,59,12,2,0
40110.0,2660.0,0,0,0,0,27,12,2,1
56346.0,-7700.0,0,0,0,1,37,14,4,1
19644.0,500.0,0,0,0,0,29,12,4,0
5652.0,-928.0,0,0,0,0,47,8,1,0
17625.0,1800.0,1,0,0,0,52,11,1,0
38283.0,47374.0,1,0,0,1,59,12,3,1
33915.0,968999.0,1,0,0,1,58,1,2,1
44205.0,27500.0,0,0,0,0,44,12,4,1
48000.0,-17550.0,0,0,0,0,45,14,4,1
29424.0,7899.0,0,0,0,0,60,14,1,0
69009.0,6900.0,1,0,0,1,37,16,4,1
13275.0,-5490.0,0,0,0,1,30,12,1,0
69720.0,-11900.0,0,0,0,0,32,15,3,1
24432.0,200.0,0,0,0,1,60,15,2,1
46791.0,110000.0,1,0,0,0,39,16,4,1
15840.0,300.0,0,0,0,1,45,11,2,1
23808.0,-10914.0,0,0,0,1,59,9,2,1
95460.0,29880.0,0,0,0,1,49,17,5,1
19236.0,2000.0,0,0,0,0,62,8,1,0
16578.0,0.0,0,0,0,0,49,7,1,0
16128.0,-193.0,0,0,0,0,31,12,2,0
7023.0,13.0,0,0,0,0,39,8,5,0
23460.0,40.0,0,0,0,0,51,12,3,1
18027.0,-850.0,0,0,0,0,35,15,1,0
28797.0,1207.0,0,0,0,1,56,12,2,1
12555.0,-10250.0,0,0,0,0,25,16,2,0
26760.0,19900.0,1,0,0,1,54,14,3,1
13200.0,600.0,0,0,0,1,52,12,4,0
35643.0,-2000.0,0,0,0,0,29,12,5,1
43272.0,-11495.0,0,0,0,0,32,12,3,1
41172.0,-100.0,0,0,0,1,62,10,5,1
8082.0,50513.0,1,0,0,1,51,12,2,1
37569.0,-3300.0,0,0,0,1,57,12,4,1
27303.0,7.0,0,0,0,0,33,12,3,1
41292.0,-6450.0,0,0,0,1,31,12,4,1
23586.0,165.0,0,0,0,1,28,12,4,1
25785.0,-450.0,0,0,0,1,59,12,2,1
10800.0,500.0,0,0,0,0,48,9,2,0
30804.0,-1600.0,0,0,0,0,35,16,1,0
18825.0,3600.0,0,0,0,1,58,13,2,0
24486.0,-2300.0,0,0,0,1,41,6,4,1
42618.0,20600.0,1,0,0,1,45,18,5,1
25650.0,-5475.0,0,0,0,1,60,13,2,1
1560.0,0.0,0,0,0,0,35,6,4,1
81840.0,81698.0,1,0,0,1,55,16,2,1
33243.0,-200.0,0,0,0,1,50,9,2,1
43902.0,-400.0,0,0,0,1,63,9,2,1
55770.0,-30590.0,1,0,0,0,35,16,3,1
20121.0,11289.0,0,0,0,1,46,12,2,1
20436.0,57.0,0,0,0,1,31,10,4,1
53835.0,62550.0,0,0,0,1,37,12,4,1
12870.0,2800.0,0,0,0,1,31,12,1,0
31476.0,-9700.0,0,0,0,0,29,15,2,1
18450.0,950.0,0,0,0,1,29,16,3,1
25308.0,100.0,0,0,0,0,31,12,2,1
23952.0,9635.0,1,0,0,1,56,15,2,1
13773.0,49.0,0,0,0,0,52,10,3,0
7989.0,-600.0,0,0,0,1,55,11,2,0
34830.0,-17275.0,0,0,0,0,26,18,1,0
109392.0,38200.0,0,0,0,1,39,18,5,1
15330.0,499.0,0,0,0,1,47,9,2,0
62700.0,24612.0,1,0,0,1,60,16,3,1
11703.0,-476.0,0,0,0,0,30,12,1,0
28293.0,95.0,0,0,0,0,28,14,3,1
29028.0,225.0,0,0,0,1,38,17,1,0
21891.0,300.0,0,0,0,1,29,13,1,0
10185.0,-4925.0,0,0,0,0,36,12,5,1
39138.0,-1609.0,1,0,0,1,42,12,3,1
53697.0,33900.0,1,0,0,1,44,18,3,1
15618.0,-1100.0,0,0,0,0,33,16,1,0
63360.0,48528.0,1,0,0,1,58,13,2,1
46890.0,21625.0,0,0,0,0,27,14,3,1
15462.0,300.0,1,0,0,0,25,11,2,1
46080.0,0.0,0,0,0,1,41,16,5,1
14340.0,2130.0,0,0,0,0,36,12,1,1
16845.0,11675.0,1,0,0,1,62,12,1,0
945.0,0.0,0,0,0,1,52,8,2,0
24900.0,102710.0,1,0,0,1,54,12,3,0
16608.0,-2990.0,0,0,0,0,31,16,1,0
85092.0,12726.0,0,0,0,1,38,13,4,1
52884.0,11000.0,1,0,0,1,42,18,4,1
29283.0,2015.0,0,0,0,1,28,12,4,1
36930.0,3200.0,0,0,0,1,46,13,1,0
8460.0,23499.0,1,0,0,1,55,16,1,1
15009.0,13749.0,0,0,0,1,62,12,2,0
23250.0,615.0,0,0,0,0,25,12,1,0
21306.0,-4116.0,0,0,0,1,35,12,3,1
12834.0,-9732.0,0,0,0,0,32,10,6,1
27972.0,-75.0,0,0,0,1,55,10,1,0
32880.0,-10001.0,0,0,0,1,48,18,2,0
20580.0,2999.0,0,0,0,1,63,4,2,1
15387.0,0.0,0,0,0,0,62,12,3,1
46746.0,899.0,0,0,0,0,51,12,3,1
23520.0,-800.0,0,0,0,1,35,12,5,1
13029.0,15042.0,0,0,0,0,31,18,1,0
50817.0,4600.0,1,0,0,1,38,14,3,1
31200.0,-3467.0,0,0,0,0,46,12,2,0
18069.0,2030.0,0,0,0,1,47,12,3,0
18525.0,0.0,0,0,0,0,31,11,3,0
26736.0,500.0,0,0,0,1,26,12,4,1
52089.0,11700.0,0,0,0,1,41,16,4,1
24033.0,229.0,0,0,0,0,35,13,2,0
15558.0,0.0,0,0,0,0,34,17,1,0
60654.0,86000.0,1,0,0,1,45,10,2,1
24084.0,-1200.0,0,0,0,1,40,5,6,1
28575.0,-380.0,0,0,0,1,33,12,2,1
41934.0,21991.0,1,0,0,1,59,12,2,1
18000.0,-4000.0,0,0,0,0,26,18,1,0
93612.0,-3200.0,0,0,0,1,41,18,5,1
26340.0,200.0,0,0,0,1,45,13,5,1
36000.0,99.0,0,0,0,1,43,12,3,1
13116.0,500.0,0,0,0,0,31,14,7,1
15384.0,100.0,0,0,0,0,38,13,1,0
14460.0,1000.0,0,0,0,0,36,12,4,1
26796.0,-1431.0,0,0,0,0,25,10,6,1
17679.0,-550.0,0,0,0,0,31,14,3,0
27429.0,-964.0,0,0,0,0,48,12,2,1
28332.0,0.0,0,0,0,0,40,12,2,0
17373.0,-2861.0,0,0,0,0,29,17,3,1
18810.0,26200.0,1,0,0,1,27,16,2,1
24336.0,-300.0,0,0,0,1,42,12,4,1
12912.0,-1650.0,0,0,0,1,52,8,4,1
37980.0,97000.0,1,0,0,1,61,13,2,0
38880.0,-17700.0,0,0,0,1,61,13,2,0
58896.0,0.0,0,0,0,0,59,18,1,0
20703.0,2491.0,0,0,0,1,54,11,2,0
12168.0,500.0,0,0,0,0,34,12,1,0
8058.0,-5000.0,0,0,0,0,29,14,2,0
24057.0,1000.0,0,0,0,1,63,8,3,1
14760.0,20800.0,0,0,0,0,31,12,2,1
25533.0,75000.0,0,0,0,0,47,11,2,0
37644.0,-6656.0,0,0,0,1,44,14,3,1
7050.0,-12600.0,0,0,0,0,43,9,4,1
25455.0,-2596.0,0,0,0,1,37,12,4,1
969.0,85.0,0,0,0,0,44,18,2,0
41610.0,3880.0,0,0,0,1,28,14,4,1
35178.0,2699.0,1,0,0,1,39,14,5,1
19815.0,-3800.0,0,0,0,0,51,15,1,0
10710.0,0.0,0,0,0,0,35,12,1,0
15450.0,3999.0,0,0,0,1,59,12,1,0
27486.0,40300.0,1,0,0,0,35,14,2,1
16560.0,-800.0,0,0,0,0,30,12,4,1
46506.0,3200.0,0,0,0,1,25,11,3,0
19329.0,10976.0,0,0,0,0,40,13,1,0
29250.0,3800.0,0,0,0,1,56,12,2,1
19467.0,700.0,0,0,0,0,37,16,3,1
8160.0,0.0,0,0,0,0,51,9,5,1
8586.0,-1000.0,0,0,0,0,45,12,1,0
30402.0,-3850.0,0,0,0,1,48,12,4,1
21630.0,-1501.0,0,0,0,1,61,15,3,0
62580.0,126500.0,1,0,0,1,51,16,2,1
26418.0,-11312.0,0,0,0,0,29,16,1,0
1419.0,-30000.0,0,0,0,1,27,10,5,1
72582.0,13100.0,1,0,0,1,33,14,4,1
28149.0,-84700.0,0,0,0,0,29,13,4,1
2970.0,200.0,0,0,0,0,28,15,1,0
6240.0,-2000.0,0,0,0,0,51,10,3,0
38400.0,6500.0,0,0,0,1,40,12,4,1
46839.0,109200.0,1,0,0,1,54,16,2,0
45351.0,-1393.0,0,0,0,0,28,12,2,1
12240.0,-3500.0,0,0,0,0,50,14,2,0
3579.0,4300.0,1,0,0,1,42,16,2,0
14283.0,28.0,0,0,0,0,40,12,1,0
151572.0,74000.0,1,0,0,1,48,18,3,1
60426.0,41445.0,1,0,0,1,50,13,2,1
24060.0,2600.0,0,0,0,1,30,13,6,1
22950.0,-3800.0,0,0,0,0,27,12,2,1
34455.0,-9100.0,0,0,0,1,46,12,4,1
15393.0,-22491.0,0,0,0,1,64,10,3,1
8208.0,100.0,0,0,0,1,52,10,1,0
10200.0,100.0,0,0,0,1,46,9,2,0
18600.0,-600.0,0,0,0,1,45,2,6,1
20715.0,2010.0,1,0,0,1,46,9,4,0
13770.0,-3500.0,0,0,0,1,46,12,4,1
6783.0,-2350.0,0,0,0,1,40,9,1,0
71700.0,10900.0,0,0,0,1,35,16,3,1
35997.0,200.0,0,0,0,1,36,16,4,1
40800.0,525.0,0,0,0,1,39,14,1,0
59346.0,2000.0,0,0,0,1,54,11,2,1
1920.0,0.0,0,0,0,0,34,15,2,0
21840.0,-2500.0,0,0,0,1,57,14,3,0
12492.0,3600.0,0,0,0,0,64,14,1,0
16896.0,-14.0,0,0,0,0,35,12,3,0
29730.0,4101.0,0,0,0,1,29,14,3,1
28329.0,26530.0,1,0,0,1,54,16,2,0
5943.0,0.0,0,0,0,1,27,7,1,0
22995.0,-1900.0,0,0,0,0,52,12,1,0
12630.0,500.0,0,0,0,0,37,12,3,0
10098.0,299.0,0,0,0,0,47,12,2,0
7182.0,-7300.0,0,0,0,0,50,9,5,1
6753.0,-243.0,0,0,0,1,63,4,2,1
110820.0,30000.0,1,0,0,1,43,12,5,1
17328.0,0.0,0,0,0,0,33,12,5,0
10998.0,19046.0,1,0,0,1,41,13,1,0
126576.0,-130090.0,1,0,0,1,59,12,3,1
30552.0,12923.0,0,0,0,1,33,16,4,1
22134.0,-994.0,0,0,0,0,28,13,1,0
48585.0,1778.0,0,0,0,1,49,12,3,1
38760.0,-500.0,0,0,0,1,47,10,3,1
11667.0,-10002.0,0,0,0,0,32,12,1,0
22743.0,599.0,0,0,0,1,36,14,5,1
16386.0,-1200.0,0,0,0,0,31,12,3,1
50910.0,-4500.0,0,0,0,1,35,12,4,1
44748.0,38149.0,0,0,0,1,29,16,2,1
7200.0,450.0,0,0,0,0,52,6,3,1
