A,Y,W,Z,X_year,X_afam,X_density,law_binary
211,2.424802725718295,5.978885764901122,9.668845015571701,1990,6.253667,0.2059068,0.0
234,2.509599262378372,6.124902185337699,9.654123221578836,1991,6.289829,0.2075077,0.0
247,2.517696472610991,6.024657514463746,9.690507180708337,1992,6.34584,0.2092925,0.0
271,2.517696472610991,5.945944031806173,9.687441256020543,1993,6.404929,0.2109255,0.0
294,2.5416019934645457,5.923185706354688,9.70654036066683,1994,6.450367,0.2123466,0.0
310,2.424802725718295,5.8045323777563445,9.727437488754001,1995,6.498252,0.2137847,0.0
317,2.3978952727983707,5.636217155160435,9.74970505492148,1996,6.53061,0.2150091,0.0
327,2.322387720290225,5.632644446822861,9.7762267443533,1997,6.582279,0.2160615,0.0
342,2.2407096892759584,5.519458915191573,9.81654908197967,1998,6.644557,0.2171096,0.0
357,2.163323025660538,5.39544407727876,9.832073180152356,1999,6.703696,0.2181636,0.0
79,2.128231705849268,4.821893169499378,9.378914531509164,1977,2.6976,0.1503071,1.0
80,1.9740810260220096,4.807294370078226,9.411988135406473,1978,2.725104,0.151542,1.0
82,2.2300144001592104,4.895598484107897,9.400449030440196,1979,2.755229,0.1523998,1.0
98,2.2925347571405443,4.958639998977875,9.343545211287976,1980,2.823509,0.1528087,1.0
114,2.0918640616783932,4.867534450455582,9.336980071342857,1981,2.854706,0.1525221,1.0
138,2.0149030205422647,4.700480365792417,9.309401689277111,1982,2.872222,0.1521743,1.0
152,1.824549292051046,4.6141299273595635,9.324026136379999,1983,2.885897,0.1516866,1.0
164,1.8718021769015913,4.604169685654508,9.387294215002782,1984,2.905413,0.1519072,1.0
165,1.916922612182061,4.533674184283021,9.406845859536494,1985,2.925127,0.1519319,1.0
175,1.9459101490553132,4.51085950651685,9.438613942213232,1986,2.938516,0.1517899,1.0
181,1.8870696490323797,4.4953553199808844,9.461980413905877,1987,2.961735,0.1523157,1.0
192,2.0014800002101243,4.499809670330265,9.484151942233991,1988,2.994701,0.1528369,1.0
202,1.9878743481543455,4.628886712605407,9.5080205464173,1989,3.025771,0.153726,1.0
217,1.9740810260220096,4.627909672957581,9.50533936039082,1990,3.074402,0.1548675,1.0
223,2.1400661634962708,4.762173934797756,9.487911500677235,1991,3.103143,0.1561768,1.0
226,2.2192034840549946,4.81380905109942,9.523835648433378,1992,3.153816,0.1574756,1.0
242,2.1400661634962708,4.794136285500715,9.53663022939452,1993,3.194074,0.158962,1.0
250,2.186051276738094,4.876722876509988,9.562110707964793,1994,3.237767,0.1601792,1.0
258,2.1972245773362196,4.9141243937154115,9.567149406924313,1995,3.273013,0.1614669,1.0
275,2.1041341542702074,4.829113417472866,9.579357240073122,1996,3.305725,0.1626682,1.0
286,2.1162555148025524,4.893352133481524,9.598897339716258,1997,3.355477,0.1637126,1.0
301,2.163323025660538,4.720282993088596,9.63962226209259,1998,3.392214,0.1646952,1.0
321,2.028148247292285,4.703203926259457,9.657771779637795,1999,3.437446,0.1656789,1.0
66,1.1939224684724346,3.742420221041966,9.390513789837579,1977,0.685653,0.052083,0.0
70,1.2809338454620642,3.8691155044168695,9.464537530084824,1978,0.7171861,0.0521634,0.0
70,1.1631508098056809,3.9357395320454622,9.433916629659487,1979,0.7449912,0.0521217,0.0
72,1.1631508098056809,4.023564380161053,9.366766176030168,1980,0.7836602,0.0520686,0.0
86,1.2809338454620642,4.000033882750859,9.394487760923695,1981,0.8174417,0.0519606,0.0
88,1.1939224684724346,3.616308761279101,9.357661497685505,1982,0.8431925,0.0516071,0.0
93,1.1939224684724346,3.7376696182833684,9.348884181424243,1983,0.8671857,0.0512919,0.0
92,1.0986122886681098,3.6712245188752153,9.415261295137922,1984,0.8918277,0.0510788,0.0
97,1.0647107369924282,3.742420221041966,9.425836355043094,1985,0.9249439,0.0505617,0.0
98,1.0296194171811581,3.7612001156935624,9.452908439896047,1986,0.9559214,0.0498877,0.0
98,1.1314021114911006,3.616308761279101,9.477877388509794,1987,0.9885779,0.0494417,0.0
101,0.9932517730102833,3.711130063048756,9.464690299574961,1988,1.023085,0.0494665,0.0
107,1.0647107369924282,3.6888794541139363,9.495541118483409,1989,1.061725,0.0495057,0.0
126,1.0647107369924282,3.6938669956249757,9.491342181071321,1990,1.099156,0.0497498,0.0
139,1.0986122886681098,3.828641396489095,9.476997715669908,1991,1.145482,0.0499548,0.0
144,0.9555114450274363,3.703768066607687,9.506562623067849,1992,1.194725,0.0502358,0.0
160,1.1939224684724346,4.005513348515485,9.476013003909703,1993,1.239237,0.0504792,0.0
174,0.9932517730102833,3.8691155044168695,9.530658545758993,1994,1.284927,0.0506384,0.0
192,1.0296194171811581,3.9889840465642745,9.536283803317298,1995,1.322205,0.0508431,0.0
207,1.0647107369924282,3.8308129500026027,9.576632125809617,1996,1.351952,0.0509794,0.0
222,1.0296194171811581,4.041295341132285,9.60112626566529,1997,1.369852,0.0510854,0.0
243,1.0647107369924282,3.949318790171843,9.628141082725453,1998,1.38377,0.051204,0.0
258,0.9162907318741551,3.6270040503958487,9.636170040969537,1999,1.413076,0.0513541,0.0
91,2.028148247292285,4.622027303054514,9.39380377661369,1977,2.339736,0.0283743,0.0
97,1.9021075263969205,4.550714000192032,9.421435633259065,1978,2.389649,0.0285578,0.0
98,1.8718021769015913,4.637637376125593,9.447645572102676,1979,2.457519,0.0287443,0.0
95,2.066862759472976,4.73707525686803,9.40400897353313,1980,2.570198,0.0289691,0.0
106,1.9878743481543455,4.706823839714591,9.419694078929787,1981,2.621958,0.0291626,0.0
116,1.9021075263969205,4.477336814478207,9.423324490576954,1982,2.654577,0.0293626,0.0
129,1.8870696490323797,4.442651256490317,9.423352776090933,1983,2.688512,0.0295377,0.0
152,1.547562508716013,4.28496492183075,9.476184727741407,1984,2.716664,0.0296422,0.0
173,1.7749523509116738,4.378269585796169,9.493304833982256,1985,2.768463,0.0296829,0.0
192,1.6863989535702288,4.389498649512583,9.514048833054218,1986,2.815035,0.0297466,0.0
217,1.6863989535702288,4.420044701861403,9.522760665734339,1987,2.860774,0.0299027,0.0
233,1.4816045409242156,4.464758032271346,9.528917731816009,1988,2.915734,0.0301057,0.0
232,1.8718021769015913,4.613138355637268,9.527096663258511,1989,2.955258,0.0302385,0.0
222,1.6094379124341003,4.775756486563625,9.536450535847308,1990,3.021466,0.0303177,0.0
227,1.9600947840472698,4.937347498326424,9.530043504086326,1991,3.038503,0.0304952,0.0
231,1.9459101490553132,4.874433672915854,9.558815287388546,1992,3.129085,0.030872,0.0
238,2.0014800002101243,4.825108606353353,9.556224605041354,1993,3.143266,0.0311356,0.0
226,2.0412203288596382,4.754451888703846,9.571473164924841,1994,3.172606,0.0313985,0.0
248,1.9740810260220096,4.693181063310805,9.569161710760536,1995,3.202391,0.0316163,0.0
274,2.028148247292285,4.577798989191959,9.594434743947902,1996,3.211065,0.0317547,0.0
301,1.9459101490553132,4.546481189639412,9.624257659565991,1997,3.231118,0.0319756,0.0
304,1.9315214116032138,4.475061500641071,9.65798782890298,1998,3.272751,0.0322485,0.0
310,1.9459101490553132,4.35799005684564,9.678504184797143,1999,3.327742,0.0324365,0.0
107,2.4069451083182885,4.407938016458383,9.212456132176223,1977,2.610464,0.090131,0.0
106,2.302585092994046,4.410371107683024,9.246378140315436,1978,2.616112,0.0910461,0.0
97,2.3513752571634776,4.533674184283021,9.257517807826678,1979,2.636384,0.0918488,0.0
105,2.2823823856765264,4.566429357671661,9.205556849151916,1980,2.674675,0.0923699,0.0
99,2.2407096892759584,4.622027303054514,9.208895328403448,1981,2.684296,0.0925253,0.0
114,2.3702437414678603,4.5880240271531205,9.199971500547127,1982,2.693218,0.0928543,0.0
110,2.379546134130174,4.478472532942134,9.19624144759668,1983,2.696076,0.0931327,0.0
127,2.028148247292285,4.272490747605575,9.2695013349311,1984,2.689983,0.0931571,0.0
128,2.066862759472976,4.33990170837321,9.278345689325361,1985,2.704782,0.0931414,0.0
133,2.0412203288596382,4.42484663185681,9.296926241783805,1986,2.710441,0.0929646,0.0
142,2.1400661634962708,4.513054897080286,9.324633770369271,1987,2.718658,0.0928515,0.0
147,1.9740810260220096,4.321480134805848,9.343729004410955,1988,2.734345,0.0927677,0.0
191,2.186051276738094,4.345103280569283,9.369598841947862,1989,2.746925,0.0926999,0.0
222,2.1041341542702074,4.249922794040544,9.375838708629207,1990,2.776728,0.0929373,0.0
241,2.0541237336955462,4.432006566978902,9.382036511764248,1991,2.785835,0.0934936,0.0
262,1.916922612182061,4.4796069630127455,9.417208189188138,1992,2.814295,0.0945424,0.0
274,2.028148247292285,4.515245478460105,9.415363943548469,1993,2.812286,0.0954467,0.0
274,2.0014800002101243,4.552823705615882,9.428866077433494,1994,2.828954,0.0962251,0.0
288,2.1041341542702074,4.651099117876491,9.438878148263655,1995,2.841607,0.0970313,0.0
311,1.9315214116032138,4.551769409260976,9.457155136381067,1996,2.857448,0.0976807,0.0
331,1.916922612182061,4.51852237926242,9.486398143267968,1997,2.878564,0.0983544,1.0
372,1.7227665977411035,4.335982696172475,9.52235450422211,1998,2.916852,0.0990212,1.0
379,1.8562979903656263,4.394449154672439,9.53897842997102,1999,2.947063,0.0996885,1.0
120,2.803360380906535,4.969118613893322,9.218996796786922,1977,9.91717,0.0893492,0.0
152,2.8213788864092133,5.163070217140011,9.270694839657216,1978,9.941655,0.0905537,0.0
184,2.884800712846709,5.39544407727876,9.279907478558599,1979,9.950658,0.0920914,0.0
190,2.8154087194227095,5.288267030694535,9.27613747576623,1980,10.07009,0.0948564,0.0
211,2.8094026953624978,5.313205979041787,9.305791450944664,1981,10.18019,0.0962085,0.0
216,2.833213344056216,5.36410510708604,9.296229035625652,1982,10.24866,0.0977653,0.0
251,2.7212954278522306,5.25227342804663,9.293393927111468,1983,10.2715,0.0987246,0.0
290,2.631888840136646,5.2548878086207,9.319396550252623,1984,10.31587,0.0988404,0.0
310,2.4765384001174837,5.253842876446207,9.325903166943519,1985,10.35707,0.0990122,0.0
308,2.624668592163159,5.415211118019536,9.29967363463513,1986,10.37283,0.0989852,0.0
316,2.4932054526026954,5.19295685089021,9.28343096963708,1987,10.43954,0.0975748,0.0
346,2.533696813957432,5.3471075307174685,9.309475047247284,1988,10.52598,0.0963329,0.0
370,2.766319109226186,5.473530384104697,9.327286613173275,1989,10.61883,0.0955258,0.0
396,2.9014215940827497,5.60138054103812,9.358840546294614,1990,10.77563,0.0968457,0.0
427,2.884800712846709,5.634432396521408,9.371826368181999,1991,10.87662,0.0973454,0.0
462,2.91235066461494,5.607271574275357,9.396677190141467,1992,11.0058,0.0980317,1.0
484,3.0587070727153796,5.651084685655752,9.409847572658895,1993,11.15636,0.0983508,1.0
522,3.0349529867072724,5.591732970847578,9.443076962599767,1994,11.25805,0.09885,1.0
556,2.8903717578961645,5.596939379038152,9.455700106204771,1995,11.38109,0.099343,1.0
578,2.917770732084279,5.62618122863265,9.462055053478414,1996,11.50664,0.0995906,1.0
615,2.8154087194227095,5.481055503227208,9.485785629060235,1997,11.59418,0.0998804,1.0
672,2.624668592163159,5.293304824724492,9.52204117147188,1998,11.67677,0.1001413,1.0
736,2.4595888418037104,5.162497643405501,9.52213342448829,1999,11.7578,0.1003543,1.0
57,1.2237754316221157,3.681351187693145,9.220137225705805,1977,0.3591956,0.0356914,0.0
61,1.308332819650179,3.5234150143864045,9.241502742184029,1978,0.3714197,0.0360144,0.0
53,1.33500106673234,3.490428515390098,9.238624575854475,1979,0.3794884,0.0363054,0.0
58,1.33500106673234,3.459466289786131,9.226830656772792,1980,0.4009371,0.0363562,0.0
61,1.4350845252893227,3.5115454388310208,9.22208908477073,1981,0.4271765,0.036555,0.0
71,1.1314021114911006,3.449987545831587,9.229156238073822,1982,0.4495533,0.0366731,1.0
69,1.1314021114911006,3.3357695763397,9.26407069439715,1983,0.4685661,0.036934,1.0
75,0.9932517730102833,3.3105430133940246,9.322573814866976,1984,0.4877859,0.0372844,1.0
72,1.2237754316221157,3.2347491740244907,9.35932573449122,1985,0.5115505,0.0375201,1.0
83,1.0986122886681098,3.3638415951183864,9.412372231543102,1986,0.5308853,0.0377519,1.0
106,1.252762968495368,3.2809112157876537,9.457263729155535,1987,0.550073,0.0382181,1.0
106,1.410986973710262,3.288401887516811,9.496687804191776,1988,0.5722569,0.0388395,1.0
100,1.4350845252893227,3.2188758248682006,9.51491348422284,1989,0.5936338,0.0393594,1.0
116,1.2237754316221157,3.261935314328648,9.49702194409438,1990,0.6135811,0.039893,1.0
118,0.7884573603642702,3.1654750481410856,9.46590619470367,1991,0.6260932,0.0400272,1.0
123,0.9932517730102833,3.190476350346503,9.47497129639721,1992,0.6442252,0.0400372,1.0
121,0.9555114450274363,3.104586678466073,9.469707071307916,1993,0.6439703,0.0401184,1.0
116,1.1939224684724346,3.152736022363656,9.482337323555619,1994,0.6440239,0.0401,1.0
113,1.0986122886681098,3.32862668882732,9.490843739069831,1995,0.6617705,0.040092,1.0
107,1.0986122886681098,3.1986731175506815,9.512077704854208,1996,0.6695472,0.0402215,1.0
108,1.0986122886681098,3.077312260546414,9.53616902321311,1997,0.6919287,0.0403439,1.0
124,1.0986122886681098,3.095577608523707,9.573400288524336,1998,0.7122738,0.0404197,1.0
125,1.1631508098056809,3.0155349008501706,9.595673518563604,1999,0.729426,0.0405974,1.0
192,2.1972245773362196,5.680513847716846,9.507997527450042,1977,8.315102,0.4215544,0.0
198,2.2192034840549946,5.738505910714586,9.53587732140538,1978,8.572083,0.4229708,0.0
193,2.379546134130174,5.8057371971791945,9.530176419981629,1979,8.846709,0.423735,0.0
187,2.3513752571634776,5.975589197949692,9.516211270246743,1980,9.062828,0.4297695,0.0
183,2.388762789235098,6.053029902766137,9.517434554305671,1981,9.294334,0.4332528,0.0
218,2.4069451083182885,5.890262041598819,9.523022570706763,1982,9.449821,0.4353885,0.0
244,2.2512917986064953,5.853351244978348,9.563037414545692,1983,9.593448,0.4384791,0.0
277,2.2082744135228043,5.710758088392627,9.619172472066426,1984,9.715621,0.4437571,0.0
285,2.186051276738094,5.714392653768217,9.66185474857155,1985,9.815696,0.44862,0.0
279,2.302585092994046,5.720311776607412,9.700887163078214,1986,9.923585,0.4561306,0.0
280,2.3608540011180215,5.674353663965389,9.732309475895674,1987,10.00187,0.464123,0.0
282,2.3702437414678603,5.711419901785413,9.762389893488507,1988,10.12178,0.473509,0.0
291,2.533696813957432,5.808442745199634,9.779499052751962,1989,10.23037,0.480563,0.0
323,2.5257286443082556,5.899349258200177,9.77249749939974,1990,10.34606,0.4907858,0.0
348,2.5416019934645457,6.01151224241176,9.754488579848472,1991,10.4767,0.4967955,0.0
366,2.5726122302071057,6.063785208687608,9.758183128949375,1992,10.63593,0.5015391,0.0
381,2.617395832834079,6.076953933123397,9.758326511221789,1993,10.80699,0.505627,0.0
383,2.533696813957432,6.000176487710004,9.770179563526588,1994,10.98084,0.5100165,0.0
395,2.5494451709255714,6.049969276480545,9.775141549653231,1995,11.13262,0.5139284,0.0
404,2.533696813957432,5.97685839471862,9.78029905867869,1996,11.35408,0.5173547,0.0
412,2.388762789235098,5.8224540043737,9.80630792640541,1997,11.5277,0.5210142,0.0
413,2.3978952727983707,5.702781974322617,9.843994945998556,1998,11.68855,0.5248156,0.0
418,2.302585092994046,5.578597109233056,9.87540541448916,1999,11.85378,0.5290675,0.0
46,1.410986973710262,5.141078590121546,9.437840818224482,1977,1.724251,0.7332227,0.0
48,1.547562508716013,5.155024196721561,9.469502592290802,1978,1.768283,0.7330015,0.0
49,1.547562508716013,5.319099905730565,9.472441524909792,1979,1.848022,0.7332489,0.0
50,1.62924053973028,5.465948207931988,9.465343765428269,1980,1.959807,0.7344165,0.0
56,1.5260563034950492,5.605434351638425,9.470138269215534,1981,2.084791,0.7373061,0.0
65,1.5686159179138452,5.36970736263471,9.489009449138527,1982,2.199134,0.7376311,0.0
77,1.5040773967762742,5.344723739362192,9.536762272743895,1983,2.317014,0.7412325,0.0
79,1.5260563034950492,5.168208681201016,9.609954395827573,1984,2.424114,0.74652,0.0
84,1.5040773967762742,5.244389024522481,9.647544428351395,1985,2.532588,0.7516287,0.0
88,1.5260563034950492,5.2663105704129505,9.700218929825864,1986,2.635446,0.7544328,0.0
92,1.3862943611198906,5.183467524869095,9.747185142730759,1987,2.732558,0.7585901,0.0
102,1.5040773967762742,5.177843213080163,9.796137837510212,1988,2.835594,0.7643125,0.0
109,1.667706820558076,5.316157284676367,9.800056840276003,1989,2.935843,0.7688496,0.0
122,1.6094379124341003,5.384953673207583,9.781146457190683,1990,3.025422,0.7678826,0.0
132,1.6486586255873816,5.276071757600717,9.762011541985084,1991,3.097413,0.7653294,0.0
143,1.5260563034950492,5.2225156531317545,9.77922507053192,1992,3.176355,0.7646688,0.0
161,1.589235205116581,5.174453379325651,9.780387280400292,1993,3.254629,0.76689,0.0
154,1.5040773967762742,5.1310814471721224,9.80024423846888,1994,3.325291,0.7695014,0.0
174,1.5260563034950492,5.019925341003349,9.817185923615739,1995,3.413074,0.7734544,0.0
170,1.2809338454620642,4.857484114602081,9.842060452570214,1996,3.489323,0.7763961,0.0
178,1.0647107369924282,4.701389043728634,9.875958583787975,1997,3.591577,0.7802343,0.0
278,1.0986122886681098,4.580877493419047,9.92391155536599,1998,3.675831,0.7839254,0.0
275,1.0986122886681098,4.574710978503383,9.963930981467536,1999,3.768917,0.7878501,0.0
137,2.33214389523559,5.571773731735836,9.479016214922861,1977,4.589848,0.1614149,0.0
151,2.451005098112319,5.394990253808298,9.510396815119213,1978,4.668867,0.162236,0.0
162,2.312535423847214,5.396351106819402,9.496328760955508,1979,4.752085,0.1630897,0.0
163,2.4159137783010487,5.501258210544727,9.43644912273808,1980,4.9121,0.1625093,0.0
163,2.341805806147327,5.554895693948484,9.408699306467762,1981,4.957617,0.1616969,0.0
165,2.312535423847214,5.6061696457892,9.378375360011683,1982,5.008369,0.160045,0.0
162,2.3978952727983707,5.65704021210407,9.412791300065303,1983,5.053564,0.1588607,0.0
159,2.3702437414678603,5.729125282327996,9.474271101204556,1984,5.102147,0.1588904,0.0
161,2.501435951739211,5.681536865708881,9.52110498105359,1985,5.158282,0.1593619,0.0
196,2.509599262378372,5.711419901785413,9.557954591244801,1986,5.212474,0.1602658,0.0
227,2.580216829592325,5.625820933186489,9.557258573322331,1987,5.270267,0.1613141,0.0
259,2.468099531471619,5.489350863944013,9.58064244341577,1988,5.31828,0.1618499,0.0
298,2.4595888418037104,5.408516158846112,9.594011711781953,1989,5.376304,0.1624695,0.0
340,2.4336133554004498,5.459585514144159,9.581611471854313,1990,5.444306,0.1638906,0.0
366,2.468099531471619,5.498396978263695,9.555521716835695,1991,5.481307,0.1653791,0.0
388,2.388762789235098,5.404927101606295,9.574870979235492,1992,5.515503,0.1667046,0.0
413,2.379546134130174,5.4785534168509695,9.598232644952844,1993,5.555154,0.1677417,0.0
414,2.379546134130174,5.437644431769136,9.639799311998996,1994,5.58915,0.1687141,0.0
427,2.2512917986064953,5.238036435663107,9.660182747126834,1995,5.636846,0.1700412,0.0
429,2.1400661634962708,5.177279038170981,9.65019660079044,1996,5.675034,0.1714374,0.0
440,2.174751721484161,5.035653057071544,9.672813845630577,1997,5.724264,0.1722518,0.0
457,2.1162555148025524,5.054971107916307,9.70363441167401,1998,5.772889,0.172864,0.0
466,2.0794415416798357,4.969813299576001,9.729562050026137,1999,5.833841,0.1736305,0.0
41,1.308332819650179,4.464758032271346,9.427707270512938,1977,0.9416787,0.0503142,0.0
44,1.0986122886681098,4.455509411433685,9.468440944428828,1978,0.9856448,0.0506418,0.0
49,1.1939224684724346,4.537961436294641,9.465769102673267,1979,1.027376,0.051083,0.0
51,1.2809338454620642,4.6061696863211745,9.4317127556987,1980,1.099408,0.0513529,0.0
49,1.1314021114911006,4.6568134191399295,9.42607413851536,1981,1.190245,0.051688,0.0
49,1.1939224684724346,4.627909672957581,9.423574183613391,1982,1.267281,0.0519365,0.0
50,0.9932517730102833,4.389498649512583,9.441055188786711,1983,1.337603,0.0520621,0.0
52,1.0296194171811581,4.278054044290903,9.523071578822737,1984,1.411142,0.0522665,0.0
52,1.1314021114911006,4.463606621666305,9.545176985981428,1985,1.491174,0.0526008,0.0
56,1.252762968495368,4.634728988229636,9.577537859260907,1986,1.569578,0.0528638,0.0
58,1.2809338454620642,4.639571612705423,9.603828710724212,1987,1.646392,0.0532401,0.0
60,1.3609765531356006,4.5612182984589085,9.603291505903984,1988,1.725913,0.0540072,0.0
64,1.252762968495368,4.562262684976814,9.63106840675026,1989,1.809225,0.0545337,0.0
71,1.308332819650179,4.540098189244376,9.632294125471386,1990,1.883991,0.0551049,0.0
72,1.3862943611198906,4.59511985013459,9.614368448048227,1991,1.938506,0.0556091,0.0
78,1.4586150226995167,4.705015520957808,9.642549969873995,1992,2.038956,0.0561627,0.0
85,1.4816045409242156,4.73356340075649,9.629435501212567,1993,2.126541,0.0567933,0.0
92,1.4350845252893227,4.775756486563625,9.665916676068802,1994,2.215273,0.0573499,0.0
100,1.589235205116581,4.825910852685991,9.685224571837646,1995,2.314,0.057845,0.0
105,1.5260563034950492,4.758749273916392,9.721998049489427,1996,2.393086,0.058376,0.0
110,1.33500106673234,4.751000634199631,9.746411431107628,1997,2.492936,0.0588785,0.0
113,1.2809338454620642,4.537961436294641,9.798660783299223,1998,2.597933,0.0593643,0.0
117,1.33500106673234,4.418840607796598,9.81927516381249,1999,2.70455,0.059981,0.0
91,2.72785282839839,4.200204952921578,9.06494412668491,1977,11.30086,0.051996,0.0
67,2.6100697927420065,4.26549281841793,9.090719548622022,1978,11.24283,0.052601,0.0
110,2.6100697927420065,4.272490747605575,9.103448462110357,1979,11.20169,0.053008,0.0
141,2.740840023925201,4.406719247264253,9.054374512373128,1980,11.27336,0.0534656,0.0
132,2.6100697927420065,4.411585436915426,9.066527159276296,1981,11.36708,0.0537559,0.0
177,2.70805020110221,4.30406509320417,9.055746543973274,1982,11.42994,0.054131,0.0
210,2.501435951739211,4.1713056033582285,9.061376218836225,1983,11.46199,0.0543631,0.0
211,2.3702437414678603,4.119037174812473,9.113390718969816,1984,11.52065,0.0545817,0.0
229,2.451005098112319,4.152613470346076,9.125737582917509,1985,11.52669,0.0547943,0.0
237,2.501435951739211,4.183575695950044,9.143916020444394,1986,11.56171,0.0549107,0.0
249,2.4159137783010487,4.060443010546419,9.166566211599303,1987,11.61095,0.0548036,0.0
256,2.2617630984737906,4.359269647551265,9.195042960935691,1988,11.66387,0.0546303,0.0
277,2.3702437414678603,4.373238128640803,9.217377552834195,1989,11.73186,0.0545016,0.0
293,2.580216829592325,4.468204330914934,9.21353227243761,1990,11.90866,0.0549394,0.0
307,2.624668592163159,4.76473475565943,9.219616217989842,1991,12.05501,0.0552336,1.0
330,2.580216829592325,4.832305758571839,9.253956220050432,1992,12.17902,0.0556378,1.0
327,2.6741486494265287,4.943782987108415,9.274108283770628,1993,12.33781,0.0561788,1.0
361,2.791165107812717,5.096812990337308,9.316674113895658,1994,12.43913,0.056773,1.0
395,2.631888840136646,4.882044059723269,9.32723323376757,1995,12.54986,0.0573558,1.0
452,2.4932054526026954,4.906755163608864,9.346525490353747,1996,12.66153,0.0577637,1.0
482,2.6461747973841225,4.927253685157205,9.369943304083028,1997,12.7257,0.0582305,1.0
531,2.517696472610991,4.822697998516666,9.41001056710475,1998,12.79877,0.0586464,1.0
574,2.163323025660538,4.72384171570559,9.423128894558083,1999,12.89336,0.0590148,1.0
105,2.3608540011180215,5.247024072160486,9.349597839299111,1977,3.646178,0.0704859,0.0
111,2.4336133554004498,5.220355825078324,9.384255022890294,1978,3.677466,0.070866,0.0
116,2.501435951739211,5.356114465274254,9.388924954973229,1979,3.722172,0.0711998,0.0
113,2.4932054526026954,5.414321042304342,9.337282226202605,1980,3.830339,0.0713897,0.0
112,2.4336133554004498,5.376203905205108,9.346781153222203,1981,3.873377,0.0715364,0.0
131,2.3702437414678603,5.267858159063328,9.340413792701414,1982,3.895451,0.0714982,0.0
147,2.2082744135228043,5.129306823813755,9.368796057668156,1983,3.912676,0.0717054,0.0
162,2.0918640616783932,4.954417614098027,9.42783922189709,1984,3.934932,0.0721631,0.0
175,2.2082744135228043,5.001258132283659,9.46053628606436,1985,3.965899,0.0725253,0.0
194,2.322387720290225,5.1428324637076415,9.486913973189044,1986,3.993655,0.0728562,0.0
203,2.2300144001592104,5.1065513509260825,9.501161263178307,1987,4.012938,0.0733439,0.0
218,2.1972245773362196,5.130490255904535,9.513803023533214,1988,4.0438,0.073707,0.0
236,2.186051276738094,5.278114659230517,9.526511499937165,1989,4.068688,0.0739114,0.0
269,2.2823823856765264,5.381738974687109,9.5124621877221,1990,4.106727,0.0744052,0.0
287,2.4423470353692043,5.529825834193874,9.515495890698558,1991,4.134636,0.074861,0.0
305,2.4423470353692043,5.4289069362516384,9.537903035967451,1992,4.179498,0.0753822,0.0
311,2.509599262378372,5.492238059185343,9.54568769039982,1993,4.216366,0.0760219,0.0
308,2.4423470353692043,5.44544343143833,9.567484605781198,1994,4.260201,0.0766525,0.0
338,2.2823823856765264,5.3230099791384085,9.578482910981952,1995,4.286511,0.0772825,0.0
358,2.2082744135228043,5.145166187053862,9.593482158506028,1996,4.333734,0.0779107,0.0
409,2.186051276738094,5.056882545261575,9.619978759825974,1997,4.383485,0.07848,0.0
442,2.1162555148025524,5.011967739330034,9.651640982693012,1998,4.413081,0.0789219,0.0
457,2.028148247292285,4.880526608749236,9.66716947197277,1999,4.451169,0.0793686,0.0
73,1.8562979903656263,3.6938669956249757,9.297488239650535,1977,1.878684,0.0052886,0.0
81,1.7578579175523736,3.632309102625542,9.375743787341767,1978,1.917767,0.0053735,0.0
87,1.6486586255873816,3.529297384289471,9.34024783107856,1979,1.935456,0.0054078,0.0
96,1.6094379124341003,3.5553480614894135,9.310628142993286,1980,1.996699,0.0054252,0.0
94,1.4816045409242156,3.66612246699132,9.32620334326596,1981,2.006873,0.0054703,0.0
104,1.589235205116581,3.529297384289471,9.306967865559775,1982,2.038085,0.00553,0.0
114,1.547562508716013,3.1986731175506815,9.309823650461134,1983,2.075973,0.005599,0.0
104,1.6863989535702288,3.3463891451671604,9.325995812573161,1984,2.12147,0.0056462,0.0
121,1.916922612182061,3.086486636822455,9.307503379688816,1985,2.161607,0.0056559,0.0
136,1.3609765531356006,3.0204248861443626,9.335357621935382,1986,2.210021,0.0055971,0.0
135,1.62924053973028,3.2268439945173775,9.341236169469147,1987,2.274105,0.0055373,0.0
147,1.2809338454620642,3.1612467120315646,9.328283394833932,1988,2.349055,0.0055039,0.0
158,1.3609765531356006,2.8903717578961645,9.371035589521776,1989,2.441468,0.0055001,0.0
165,1.7749523509116738,3.122364924487357,9.378418470619561,1990,2.508052,0.005495,0.0
176,1.2809338454620642,2.975529566236472,9.39840208914842,1991,2.550886,0.00555,0.0
183,1.3609765531356006,3.32862668882732,9.405244106804565,1992,2.534665,0.0056503,1.0
180,1.3862943611198906,3.5085558999826545,9.42968551847598,1993,2.548829,0.0057701,1.0
182,1.4586150226995167,3.517497837358316,9.407853451047112,1994,2.589824,0.0058735,1.0
204,1.6094379124341003,3.40452517175483,9.415129303125692,1995,2.634821,0.0059669,1.0
228,1.589235205116581,3.4242626545931514,9.418102229251915,1996,2.675736,0.0060228,1.0
259,1.7578579175523736,3.0633909220278057,9.435755740757779,1997,2.71069,0.0060369,1.0
255,1.62924053973028,3.039749158970765,9.474209657177742,1998,2.760783,0.0060426,1.0
310,1.2809338454620642,3.288401887516811,9.48457315685895,1999,2.83038,0.0060649,1.0
93,1.589235205116581,4.185098925490565,9.349884029659407,1977,1.399435,0.0203554,0.0
83,1.3862943611198906,4.188138441508461,9.426125717975141,1978,1.440068,0.0204475,0.0
