A,Y,W,W2,Z,X_crop,X_ea
75.0,3.044522437723423,12.0,31.8,0.8297872340425532,2,61
50.0,3.044522437723423,10.0,24.0,0.8297872340425532,2,61
50.0,2.1972245773362196,11.0,26.7,0.8297872340425532,1,61
50.0,2.1972245773362196,11.0,26.7,0.8297872340425532,1,61
50.0,2.833213344056216,11.0,26.7,0.8297872340425532,2,61
50.0,2.833213344056216,11.0,26.7,0.8297872340425532,2,61
50.0,1.791759469228055,11.0,19.1,0.8297872340425532,3,61
50.0,0.6931471805599453,12.0,21.5,0.8297872340425532,0,61
50.0,1.791759469228055,11.0,24.6,0.8297872340425532,2,61
50.0,1.791759469228055,11.0,24.6,0.8297872340425532,2,61
50.0,3.871201010907891,13.0,34.3,0.8297872340425532,2,61
75.0,1.0986122886681098,11.0,18.9,0.8297872340425532,4,61
50.0,1.0986122886681098,11.0,18.1,0.8297872340425532,4,61
50.0,1.0986122886681098,11.0,19.4,0.8297872340425532,4,61
50.0,1.6094379124341003,11.0,20.1,0.8297872340425532,1,61
33.0,1.3862943611198906,10.0,21.7,0.8297872340425532,3,61
50.0,1.6094379124341003,10.0,23.0,0.8297872340425532,1,61
33.0,1.3862943611198906,10.0,24.6,0.8297872340425532,3,61
50.0,1.0986122886681098,11.0,19.9,0.8297872340425532,1,61
50.0,0.6931471805599453,10.0,24.4,0.8297872340425532,0,61
70.0,1.3862943611198906,11.0,15.6,0.8297872340425532,4,61
50.0,1.0986122886681098,11.0,13.7,0.8297872340425532,0,61
50.0,2.5649493574615367,11.0,14.0,0.8297872340425532,1,61
50.0,2.5649493574615367,11.0,14.0,0.8297872340425532,1,61
50.0,3.4339872044851463,11.0,14.0,0.8297872340425532,2,61
50.0,3.4339872044851463,11.0,14.0,0.8297872340425532,2,61
50.0,2.8903717578961645,12.0,8.9,0.8297872340425532,2,61
33.0,1.6094379124341003,11.0,24.4,0.8297872340425532,1,61
5.0,1.6094379124341003,11.0,20.4,0.8297872340425532,1,61
50.0,1.6094379124341003,11.0,20.4,0.8297872340425532,1,61
5.0,2.4849066497880004,11.0,20.4,0.8297872340425532,2,61
50.0,2.4849066497880004,11.0,20.4,0.8297872340425532,2,61
50.0,3.5553480614894135,13.0,15.7,0.82,4,62
50.0,2.833213344056216,13.0,16.0,0.82,0,62
75.0,4.23410650459726,13.0,16.3,0.82,2,62
50.0,3.9889840465642745,13.0,15.1,0.82,3,62
75.0,4.584967478670572,14.0,16.1,0.82,2,62
50.0,2.1972245773362196,13.0,16.7,0.82,4,62
50.0,2.1400661634962708,11.0,29.6,0.82,4,62
50.0,2.302585092994046,13.0,13.9,0.82,4,62
75.0,4.605170185988092,14.0,13.2,0.82,2,62
100.0,4.605170185988092,14.0,13.2,0.82,2,62
50.0,4.897839799950911,14.0,13.5,0.82,3,62
75.0,4.897839799950911,14.0,13.5,0.82,3,62
75.0,4.897839799950911,14.0,13.5,0.82,3,62
50.0,1.8718021769015913,13.0,12.3,0.82,4,62
50.0,2.833213344056216,13.0,12.7,0.82,3,62
50.0,3.8501476017100584,13.0,13.4,0.82,3,62
75.0,3.8501476017100584,13.0,13.4,0.82,3,62
50.0,4.61512051684126,13.0,19.0,0.82,4,62
25.0,1.7047480922384253,14.0,16.3,0.82,4,62
25.0,1.7047480922384253,14.0,16.3,0.82,4,62
50.0,0.6931471805599453,11.0,22.0,0.82,1,62
50.0,0.6931471805599453,11.0,22.0,0.82,1,62
50.0,0.6931471805599453,11.0,22.0,0.82,1,62
50.0,0.6931471805599453,11.0,22.0,0.82,2,62
50.0,0.6931471805599453,11.0,22.0,0.82,2,62
50.0,0.6931471805599453,11.0,22.0,0.82,2,62
50.0,0.6931471805599453,11.0,19.6,0.82,3,62
75.0,1.9459101490553132,11.0,19.9,0.82,4,62
75.0,1.9459101490553132,11.0,12.7,0.82,4,62
33.0,1.3862943611198906,11.0,15.3,0.82,0,62
25.0,1.6094379124341003,11.0,28.7,0.82,2,62
60.0,0.6931471805599453,11.0,18.7,0.82,3,62
75.0,0.6931471805599453,11.0,18.7,0.82,3,62
60.0,0.6931471805599453,13.0,10.5,0.82,3,62
75.0,0.6931471805599453,13.0,10.5,0.82,3,62
60.0,0.6931471805599453,13.0,23.0,0.82,3,62
75.0,0.6931471805599453,13.0,23.0,0.82,3,62
60.0,0.4054651081081644,13.0,18.0,0.82,3,62
50.0,2.3978952727983707,12.0,9.5,0.82,4,62
50.0,1.9459101490553132,12.0,11.3,0.82,2,62
50.0,1.9459101490553132,12.0,11.3,0.82,2,62
90.0,1.0986122886681098,10.0,32.8,0.82,0,62
90.0,1.0986122886681098,10.0,33.6,0.82,0,62
75.0,0.6931471805599453,10.0,23.3,0.82,2,62
50.0,0.6931471805599453,11.0,10.5,0.82,4,62
50.0,0.4054651081081644,11.0,10.5,0.82,4,62
0.0,0.9162907318741551,12.0,15.0,0.82,1,62
0.0,0.9162907318741551,12.0,15.0,0.82,1,62
0.0,0.9162907318741551,12.0,15.0,0.82,1,62
0.0,0.4054651081081644,12.0,18.5,0.82,4,62
0.0,0.6931471805599453,11.0,19.6,0.82,4,62
0.0,1.6094379124341003,12.0,29.7,0.82,3,62
50.0,0.4054651081081644,12.0,14.4,0.82,4,62
50.0,0.6931471805599453,12.0,15.5,0.82,2,62
67.0,1.0986122886681098,11.0,13.3,0.82,4,62
60.0,0.6931471805599453,11.0,15.5,0.82,3,62
50.0,1.9459101490553132,11.0,27.1,0.82,2,62
50.0,1.5040773967762742,12.0,27.1,0.82,1,62
50.0,1.5040773967762742,12.0,27.1,0.82,1,62
50.0,1.5040773967762742,12.0,27.1,0.82,1,62
50.0,0.6931471805599453,12.0,31.2,0.82,1,62
75.0,0.6931471805599453,12.0,31.2,0.82,1,62
50.0,0.6931471805599453,12.0,31.2,0.82,1,62
50.0,2.1972245773362196,11.0,16.2,0.82,2,62
50.0,2.1972245773362196,13.0,19.6,0.82,2,62
50.0,1.6094379124341003,10.0,17.2,0.82,2,62
75.0,1.0986122886681098,11.0,9.9,0.82,3,62
0.0,0.9162907318741551,16.0,12.3,0.82,1,62
50.0,0.9162907318741551,16.0,12.3,0.82,1,62
0.0,0.9162907318741551,16.0,12.3,0.82,1,62
50.0,0.4054651081081644,12.0,17.1,0.82,2,62
50.0,0.6931471805599453,12.0,14.7,0.82,2,62
50.0,0.6931471805599453,10.0,25.6,0.82,2,62
50.0,0.6931471805599453,12.0,20.2,0.82,1,62
50.0,0.6931471805599453,12.0,20.2,0.82,1,62
50.0,0.6931471805599453,12.0,20.2,0.82,1,62
50.0,0.6931471805599453,12.0,20.2,0.82,2,62
50.0,0.6931471805599453,12.0,20.2,0.82,2,62
50.0,0.6931471805599453,12.0,20.2,0.82,2,62
25.0,0.9162907318741551,14.0,20.6,0.82,1,62
25.0,0.9162907318741551,14.0,20.6,0.82,1,62
25.0,0.9162907318741551,14.0,20.6,0.82,1,62
25.0,1.9459101490553132,14.0,20.6,0.82,2,62
25.0,1.9459101490553132,14.0,20.6,0.82,2,62
25.0,1.9459101490553132,14.0,20.6,0.82,2,62
50.0,1.9459101490553132,16.0,19.8,0.82,3,62
0.0,0.6931471805599453,13.0,6.4,0.09803921568627451,0,63
0.0,0.6931471805599453,13.0,6.4,0.09803921568627451,1,63
0.0,1.3862943611198906,15.0,5.2,0.09803921568627451,4,63
0.0,1.0986122886681098,15.0,8.3,0.09803921568627451,4,63
0.0,1.0986122886681098,15.0,7.8,0.09803921568627451,4,63
0.0,1.3862943611198906,15.0,5.3,0.09803921568627451,4,63
0.0,1.0986122886681098,15.0,5.3,0.09803921568627451,4,63
0.0,0.6931471805599453,14.0,5.5,0.09803921568627451,1,63
0.0,1.6094379124341003,14.0,5.4,0.09803921568627451,4,63
0.0,1.0986122886681098,14.0,5.4,0.09803921568627451,0,63
0.0,0.6931471805599453,14.0,7.2,0.09803921568627451,4,63
0.0,1.0986122886681098,12.0,8.4,0.09803921568627451,4,63
0.0,1.0986122886681098,12.0,9.1,0.09803921568627451,4,63
0.0,1.3862943611198906,12.0,11.3,0.09803921568627451,4,63
0.0,1.0986122886681098,13.0,9.0,0.09803921568627451,4,63
0.0,1.0986122886681098,15.0,7.5,0.09803921568627451,4,63
0.0,0.6931471805599453,15.0,7.5,0.09803921568627451,0,63
0.0,0.6931471805599453,15.0,8.9,0.09803921568627451,4,63
0.0,0.6931471805599453,14.0,4.2,0.09803921568627451,3,63
0.0,0.6931471805599453,14.0,4.2,0.09803921568627451,4,63
0.0,0.6931471805599453,14.0,4.2,0.09803921568627451,4,63
0.0,0.6931471805599453,12.0,6.0,0.09803921568627451,3,63
0.0,0.6931471805599453,12.0,7.0,0.09803921568627451,0,63
0.0,0.6931471805599453,13.0,9.7,0.09803921568627451,4,63
0.0,0.6931471805599453,13.0,9.7,0.09803921568627451,4,63
0.0,1.0986122886681098,12.0,8.5,0.09803921568627451,4,63
0.0,0.6931471805599453,13.0,9.6,0.09803921568627451,0,63
0.0,1.0986122886681098,13.0,9.6,0.09803921568627451,4,63
0.0,1.0986122886681098,14.0,9.0,0.09803921568627451,4,63
0.0,1.0986122886681098,13.0,9.4,0.09803921568627451,4,63
0.0,1.791759469228055,12.0,9.6,0.09803921568627451,4,63
0.0,0.6931471805599453,12.0,9.3,0.09803921568627451,4,63
0.0,1.0986122886681098,12.0,6.9,0.09803921568627451,0,63
0.0,1.0986122886681098,12.0,9.6,0.09803921568627451,4,63
0.0,0.6931471805599453,11.0,10.4,0.09803921568627451,4,63
0.0,0.6931471805599453,14.0,10.5,0.09803921568627451,4,63
0.0,0.6931471805599453,14.0,7.1,0.09803921568627451,0,63
0.0,1.0986122886681098,13.0,9.3,0.09803921568627451,0,63
0.0,1.3862943611198906,13.0,9.3,0.09803921568627451,4,63
0.0,0.6931471805599453,13.0,9.7,0.09803921568627451,4,63
0.0,1.6094379124341003,13.0,9.8,0.09803921568627451,4,63
50.0,2.0794415416798357,13.0,9.7,0.09803921568627451,1,63
0.0,1.0986122886681098,13.0,9.7,0.09803921568627451,0,63
0.0,0.6931471805599453,13.0,9.8,0.09803921568627451,4,63
0.0,1.0986122886681098,13.0,4.8,0.09803921568627451,4,63
0.0,1.6094379124341003,13.0,4.8,0.09803921568627451,0,63
0.0,1.0986122886681098,13.0,4.8,0.09803921568627451,4,63
0.0,1.6094379124341003,13.0,4.8,0.09803921568627451,4,63
0.0,1.0986122886681098,13.0,4.9,0.09803921568627451,4,63
0.0,0.6931471805599453,13.0,10.5,0.0,4,64
60.0,1.3862943611198906,12.0,13.7,0.9836065573770492,3,65
50.0,2.0794415416798357,12.0,13.8,0.9836065573770492,3,65
50.0,0.6931471805599453,12.0,14.5,0.9836065573770492,3,65
50.0,0.6931471805599453,12.0,13.5,0.9836065573770492,3,65
75.0,0.6931471805599453,12.0,11.9,0.9836065573770492,3,65
50.0,1.0986122886681098,12.0,9.5,0.9836065573770492,3,65
90.0,0.6931471805599453,12.0,19.7,0.9836065573770492,2,65
90.0,0.6931471805599453,12.0,19.7,0.9836065573770492,2,65
70.0,0.6931471805599453,11.0,24.9,0.9836065573770492,3,65
75.0,1.3862943611198906,14.0,15.8,0.9836065573770492,4,65
50.0,1.0986122886681098,11.0,23.4,0.9836065573770492,3,65
75.0,1.0986122886681098,14.0,15.8,0.9836065573770492,4,65
60.0,0.6931471805599453,14.0,16.3,0.9836065573770492,3,65
85.0,4.61512051684126,12.0,12.0,0.9836065573770492,2,65
70.0,2.3978952727983707,15.0,24.0,0.9836065573770492,3,65
75.0,3.9318256327243257,13.0,16.5,0.9836065573770492,3,65
50.0,4.61512051684126,11.0,23.4,0.9836065573770492,3,65
50.0,5.017279836814924,13.0,25.8,0.9836065573770492,3,65
80.0,3.1780538303479458,11.0,21.6,0.9836065573770492,0,65
80.0,2.3978952727983707,13.0,30.8,0.9836065573770492,3,65
60.0,4.795790545596741,11.0,37.9,0.9836065573770492,4,65
70.0,4.343805421853684,11.0,40.2,0.9836065573770492,3,65
50.0,4.61512051684126,12.0,30.4,0.9836065573770492,4,65
75.0,4.2626798770413155,12.0,25.5,0.9836065573770492,0,65
80.0,1.6094379124341003,12.0,13.3,0.9836065573770492,3,65
100.0,1.0986122886681098,12.0,15.0,0.9836065573770492,3,65
80.0,1.0986122886681098,12.0,15.0,0.9836065573770492,3,65
25.0,1.0986122886681098,12.0,15.0,0.9836065573770492,3,65
40.0,0.6931471805599453,12.0,15.1,0.9836065573770492,3,65
75.0,1.0986122886681098,14.0,10.4,0.9836065573770492,2,65
90.0,1.0986122886681098,14.0,10.4,0.9836065573770492,2,65
40.0,1.0986122886681098,14.0,18.6,0.9836065573770492,3,65
75.0,1.9459101490553132,15.0,18.5,0.9583333333333334,3,66
75.0,2.1972245773362196,12.0,16.8,0.9583333333333334,1,66
75.0,1.6094379124341003,12.0,14.8,0.9583333333333334,2,66
50.0,1.6094379124341003,12.0,14.8,0.9583333333333334,2,66
75.0,1.6094379124341003,14.0,21.0,0.9583333333333334,3,66
100.0,1.0986122886681098,11.0,14.6,0.9583333333333334,2,66
25.0,1.0986122886681098,11.0,14.6,0.9583333333333334,2,66
100.0,1.0986122886681098,11.0,14.6,0.9583333333333334,3,66
25.0,1.0986122886681098,11.0,14.6,0.9583333333333334,3,66
75.0,1.0986122886681098,11.0,14.1,0.9583333333333334,3,66
50.0,1.6094379124341003,12.0,14.1,0.9583333333333334,3,66
50.0,1.6094379124341003,15.0,10.4,0.9583333333333334,3,66
75.0,1.6094379124341003,11.0,18.2,0.9583333333333334,2,66
100.0,1.0986122886681098,11.0,17.7,0.9583333333333334,2,66
75.0,1.3862943611198906,12.0,19.5,0.9583333333333334,1,66
100.0,1.6094379124341003,11.0,19.6,0.9583333333333334,2,66
50.0,1.6094379124341003,11.0,19.6,0.9583333333333334,2,66
100.0,1.0986122886681098,11.0,19.6,0.9583333333333334,3,66
50.0,1.0986122886681098,11.0,19.6,0.9583333333333334,3,66
75.0,1.791759469228055,12.0,18.2,0.9583333333333334,1,66
75.0,2.1972245773362196,12.0,17.4,0.9583333333333334,3,66
50.0,0.6931471805599453,12.0,17.5,0.9583333333333334,2,66
50.0,1.0986122886681098,11.0,10.9,0.9583333333333334,2,66
0.0,1.0986122886681098,11.0,29.2,0.9583333333333334,3,66
75.0,0.6931471805599453,12.0,23.6,0.9583333333333334,1,66
50.0,0.6931471805599453,12.0,23.6,0.9583333333333334,1,66
75.0,0.4054651081081644,12.0,23.6,0.9583333333333334,4,66
50.0,0.4054651081081644,12.0,23.6,0.9583333333333334,4,66
75.0,0.4054651081081644,12.0,27.3,0.9583333333333334,2,66
75.0,0.6931471805599453,11.0,31.7,0.9583333333333334,2,66
50.0,0.6931471805599453,12.0,40.2,0.9583333333333334,3,66
75.0,0.6931471805599453,11.0,34.6,0.9583333333333334,4,66
75.0,0.6931471805599453,11.0,31.8,0.9583333333333334,3,66
75.0,0.4054651081081644,10.0,48.9,0.9583333333333334,3,66
75.0,0.6931471805599453,12.0,36.1,0.9583333333333334,1,66
50.0,1.0986122886681098,12.0,40.8,0.9583333333333334,4,66
50.0,1.0986122886681098,12.0,40.9,0.9583333333333334,2,66
100.0,1.0986122886681098,12.0,40.9,0.9583333333333334,2,66
75.0,0.6931471805599453,11.0,23.1,0.9583333333333334,1,66
50.0,0.6931471805599453,11.0,23.1,0.9583333333333334,1,66
75.0,1.6094379124341003,11.0,23.1,0.9583333333333334,2,66
50.0,1.6094379124341003,11.0,23.1,0.9583333333333334,2,66
50.0,1.6094379124341003,11.0,34.0,0.9583333333333334,3,66
75.0,1.6094379124341003,12.0,20.0,0.9583333333333334,2,66
50.0,2.1972245773362196,14.0,14.0,0.9583333333333334,3,66
50.0,2.1972245773362196,12.0,11.0,0.9583333333333334,3,66
33.0,1.9459101490553132,15.0,12.1,0.9583333333333334,3,66
50.0,1.6094379124341003,14.0,7.4,0.9583333333333334,3,66
75.0,0.6931471805599453,13.0,20.4,0.9583333333333334,1,66
75.0,0.6931471805599453,13.0,20.2,0.9583333333333334,1,66
50.0,1.9459101490553132,11.0,15.0,0.9583333333333334,2,66
50.0,2.1972245773362196,12.0,30.1,0.9583333333333334,2,66
75.0,1.0986122886681098,13.0,17.0,0.9583333333333334,3,66
75.0,1.0986122886681098,13.0,18.9,0.9583333333333334,3,66
50.0,1.3862943611198906,13.0,19.5,0.9583333333333334,2,66
75.0,2.1972245773362196,11.0,17.9,0.9583333333333334,3,66
100.0,0.6931471805599453,12.0,13.6,0.9583333333333334,1,66
100.0,1.0986122886681098,13.0,18.5,0.9583333333333334,1,66
75.0,1.3862943611198906,11.0,18.4,0.9583333333333334,2,66
50.0,1.6094379124341003,11.0,9.0,0.9583333333333334,3,66
75.0,2.0794415416798357,13.0,18.6,0.9583333333333334,1,66
75.0,1.6094379124341003,11.0,10.3,0.9583333333333334,3,66
50.0,0.6931471805599453,12.0,13.9,0.9583333333333334,2,66
75.0,1.9459101490553132,13.0,11.0,0.9583333333333334,3,66
75.0,1.0986122886681098,13.0,10.0,0.9583333333333334,3,66
50.0,1.9459101490553132,13.0,12.1,1.0,3,67
67.0,2.1972245773362196,13.0,11.4,1.0,2,67
25.0,1.0986122886681098,14.0,5.4,1.0,3,67
80.0,0.6931471805599453,11.0,18.5,1.0,0,67
75.0,2.3978952727983707,11.0,33.6,1.0,2,67
50.0,3.044522437723423,12.0,6.3,1.0,2,67
50.0,1.3862943611198906,13.0,3.7,1.0,3,67
67.0,1.791759469228055,13.0,2.3,1.0,2,67
33.0,2.3978952727983707,13.0,3.9,1.0,3,67
50.0,1.791759469228055,10.0,65.9,1.0,2,67
50.0,2.1972245773362196,14.0,3.9,1.0,2,67
75.0,1.791759469228055,16.0,7.5,1.0,2,67
75.0,1.0986122886681098,12.0,16.7,1.0,2,67
50.0,1.0986122886681098,13.0,6.1,1.0,3,67
50.0,2.3978952727983707,12.0,8.2,1.0,2,67
70.0,1.0986122886681098,11.0,9.7,1.0,2,67
67.0,2.772588722239781,11.0,28.2,1.0,2,67
50.0,1.791759469228055,13.0,4.8,1.0,2,67
50.0,2.3978952727983707,12.0,18.5,1.0,3,67
25.0,3.044522437723423,12.0,8.6,1.0,2,67
50.0,3.4339872044851463,13.0,28.6,1.0,2,67
33.0,3.044522437723423,14.0,1.8,1.0,3,67
50.0,2.6390573296152584,11.0,29.0,1.0,3,67
50.0,2.3978952727983707,12.0,68.5,1.0,2,67
50.0,1.0986122886681098,13.0,2.2,1.0,3,67
80.0,1.791759469228055,13.0,3.6,1.0,2,67
50.0,2.772588722239781,10.0,28.6,1.0,2,67
50.0,1.0986122886681098,10.0,31.9,1.0,3,67
50.0,1.791759469228055,13.0,2.8,1.0,2,67
70.0,2.1972245773362196,13.0,4.4,1.0,2,67
50.0,3.713572066704308,14.0,2.8,1.0,2,67
0.0,1.0986122886681098,11.0,33.3,0.24489795918367346,1,68
0.0,0.6931471805599453,10.0,33.0,0.24489795918367346,1,68
0.0,0.6931471805599453,10.0,33.0,0.24489795918367346,1,68
0.0,1.0986122886681098,11.0,39.3,0.24489795918367346,3,68
0.0,1.3862943611198906,11.0,34.5,0.24489795918367346,3,68
20.0,1.791759469228055,13.0,32.7,0.24489795918367346,2,68
20.0,2.3978952727983707,11.0,19.2,0.24489795918367346,2,68
0.0,1.6094379124341003,11.0,15.9,0.24489795918367346,3,68
50.0,1.3862943611198906,11.0,30.0,0.24489795918367346,4,68
0.0,2.1972245773362196,14.0,15.8,0.24489795918367346,2,68
0.0,1.6094379124341003,14.0,15.9,0.24489795918367346,3,68
0.0,0.6931471805599453,13.0,16.8,0.24489795918367346,2,68
20.0,0.6931471805599453,11.0,36.2,0.24489795918367346,1,68
25.0,0.6931471805599453,11.0,36.2,0.24489795918367346,1,68
0.0,1.6094379124341003,12.0,35.2,0.24489795918367346,1,68
0.0,1.0986122886681098,12.0,16.5,0.24489795918367346,3,68
0.0,2.302585092994046,12.0,16.4,0.24489795918367346,2,68
0.0,2.302585092994046,12.0,16.4,0.24489795918367346,2,68
0.0,1.0986122886681098,12.0,16.4,0.24489795918367346,3,68
0.0,1.0986122886681098,12.0,16.4,0.24489795918367346,3,68
0.0,2.0794415416798357,14.0,15.3,0.24489795918367346,2,68
0.0,1.0986122886681098,10.0,45.7,0.24489795918367346,4,68
0.0,1.9459101490553132,10.0,44.3,0.24489795918367346,4,68
0.0,1.791759469228055,11.0,29.6,0.24489795918367346,3,68
0.0,1.3862943611198906,11.0,38.1,0.24489795918367346,3,68
20.0,1.3862943611198906,10.0,21.7,0.24489795918367346,2,68
10.0,1.3862943611198906,12.0,23.7,0.24489795918367346,2,68
10.0,2.772588722239781,13.0,4.5,0.24489795918367346,4,68
20.0,1.3862943611198906,12.0,48.0,0.24489795918367346,2,68
10.0,1.791759469228055,13.0,4.8,0.24489795918367346,3,68
20.0,1.3862943611198906,16.0,44.5,0.24489795918367346,2,68
0.0,0.6931471805599453,12.0,7.9,0.24489795918367346,1,68
0.0,0.6931471805599453,12.0,7.6,0.24489795918367346,1,68
0.0,1.6094379124341003,10.0,44.9,0.24489795918367346,3,68
0.0,2.0794415416798357,10.0,46.1,0.24489795918367346,2,68
0.0,1.0986122886681098,12.0,39.9,0.24489795918367346,3,68
0.0,4.736198448394496,11.0,53.5,0.24489795918367346,1,68
2.0,2.3978952727983707,14.0,44.2,0.24489795918367346,2,68
0.0,1.9459101490553132,15.0,1.6,0.28378378378378377,2,69
0.0,1.791759469228055,12.0,11.2,0.28378378378378377,2,69
0.0,1.6094379124341003,14.0,2.0,0.28378378378378377,3,69
0.0,1.3862943611198906,12.0,14.5,0.28378378378378377,3,69
0.0,0.6931471805599453,11.0,28.4,0.28378378378378377,0,69
65.0,1.9459101490553132,12.0,14.6,0.28378378378378377,2,69
0.0,1.0986122886681098,12.0,15.3,0.28378378378378377,2,69
0.0,1.6094379124341003,12.0,49.9,0.28378378378378377,3,69
50.0,1.0986122886681098,12.0,8.5,0.28378378378378377,3,69
0.0,1.0986122886681098,15.0,5.8,0.28378378378378377,2,69
0.0,1.0986122886681098,15.0,1.9,0.28378378378378377,2,69
25.0,1.3862943611198906,14.0,11.5,0.28378378378378377,3,69
50.0,1.6094379124341003,14.0,11.6,0.28378378378378377,2,69
25.0,0.6931471805599453,13.0,13.1,0.28378378378378377,3,69
65.0,2.3978952727983707,11.0,17.8,0.28378378378378377,1,69
0.0,1.0986122886681098,11.0,17.7,0.28378378378378377,3,69
0.0,1.6094379124341003,13.0,16.2,0.28378378378378377,3,69
0.0,2.1972245773362196,11.0,14.0,0.28378378378378377,2,69
0.0,2.1972245773362196,14.0,23.8,0.28378378378378377,2,69
0.0,2.1972245773362196,11.0,14.0,0.28378378378378377,2,69
0.0,2.1972245773362196,14.0,23.8,0.28378378378378377,2,69
0.0,1.9459101490553132,12.0,25.3,0.28378378378378377,3,69
0.0,1.6094379124341003,15.0,7.8,0.28378378378378377,3,69
0.0,1.6094379124341003,16.0,3.6,0.28378378378378377,2,69
0.0,1.6094379124341003,14.0,2.0,0.28378378378378377,2,69
0.0,1.9459101490553132,13.0,1.4,0.28378378378378377,2,69
0.0,1.6094379124341003,16.0,4.5,0.28378378378378377,2,69
0.0,1.6094379124341003,13.0,16.3,0.28378378378378377,2,69
0.0,1.9459101490553132,11.0,18.7,0.28378378378378377,3,69
0.0,1.9459101490553132,14.0,1.9,0.28378378378378377,3,69
40.0,1.6094379124341003,13.0,16.6,0.28378378378378377,3,69
40.0,1.6094379124341003,16.0,3.6,0.28378378378378377,3,69
0.0,1.6094379124341003,13.0,16.6,0.28378378378378377,3,69
0.0,1.6094379124341003,16.0,3.6,0.28378378378378377,3,69
0.0,1.791759469228055,11.0,14.0,0.28378378378378377,3,69
0.0,1.791759469228055,14.0,23.8,0.28378378378378377,3,69
0.0,1.791759469228055,11.0,14.0,0.28378378378378377,3,69
0.0,1.791759469228055,14.0,23.8,0.28378378378378377,3,69
25.0,1.9459101490553132,12.0,24.7,0.28378378378378377,2,69
25.0,1.9459101490553132,15.0,7.8,0.28378378378378377,2,69
25.0,1.0986122886681098,10.0,25.7,0.28378378378378377,3,69
25.0,1.0986122886681098,12.0,12.5,0.28378378378378377,3,69
45.0,1.0986122886681098,10.0,25.7,0.28378378378378377,3,69
45.0,1.0986122886681098,12.0,12.5,0.28378378378378377,3,69
25.0,0.6931471805599453,14.0,11.7,0.28378378378378377,3,69
0.0,1.3862943611198906,13.0,11.0,0.28378378378378377,2,69
0.0,1.3862943611198906,13.0,8.6,0.28378378378378377,2,69
50.0,1.3862943611198906,13.0,11.0,0.28378378378378377,2,69
50.0,1.3862943611198906,13.0,8.6,0.28378378378378377,2,69
100.0,1.791759469228055,13.0,1.8,0.28378378378378377,2,69
100.0,1.791759469228055,13.0,3.7,0.28378378378378377,2,69
0.0,1.791759469228055,13.0,1.8,0.28378378378378377,2,69
0.0,1.791759469228055,13.0,3.7,0.28378378378378377,2,69
0.0,1.0986122886681098,10.0,25.1,0.28378378378378377,4,69
0.0,1.0986122886681098,13.0,17.2,0.28378378378378377,4,69
0.0,1.3862943611198906,13.0,11.0,0.28378378378378377,2,69
0.0,1.3862943611198906,13.0,8.6,0.28378378378378377,2,69
50.0,1.3862943611198906,13.0,11.0,0.28378378378378377,2,69
50.0,1.3862943611198906,13.0,8.6,0.28378378378378377,2,69
0.0,1.6094379124341003,14.0,11.4,0.28378378378378377,3,69
0.0,1.6094379124341003,16.0,4.5,0.28378378378378377,3,69
100.0,1.0986122886681098,13.0,1.8,0.28378378378378377,3,69
100.0,1.0986122886681098,13.0,3.7,0.28378378378378377,3,69
0.0,1.0986122886681098,13.0,1.8,0.28378378378378377,3,69
0.0,1.0986122886681098,13.0,3.7,0.28378378378378377,3,69
0.0,1.6094379124341003,14.0,11.0,0.28378378378378377,4,69
0.0,0.6931471805599453,12.0,16.9,0.28378378378378377,3,69
0.0,1.3862943611198906,14.0,2.0,0.28378378378378377,3,69
50.0,1.9459101490553132,15.0,1.2,0.28378378378378377,2,69
0.0,1.3862943611198906,11.0,12.3,0.28378378378378377,3,69
0.0,1.0986122886681098,14.0,12.4,0.28378378378378377,1,69
0.0,1.9459101490553132,13.0,17.3,0.28378378378378377,2,69
0.0,1.9459101490553132,15.0,10.7,0.28378378378378377,2,69
0.0,1.9459101490553132,13.0,17.3,0.28378378378378377,2,69
0.0,1.9459101490553132,15.0,10.7,0.28378378378378377,2,69
0.0,1.6094379124341003,16.0,2.1,0.28378378378378377,3,69
0.0,1.6094379124341003,13.0,1.6,0.28378378378378377,3,69
0.0,1.6094379124341003,16.0,2.1,0.28378378378378377,3,69
0.0,1.6094379124341003,13.0,1.6,0.28378378378378377,3,69
0.0,1.3862943611198906,11.0,29.4,0.28378378378378377,2,69
0.0,1.3862943611198906,18.0,2.5,0.28378378378378377,2,69
0.0,1.3862943611198906,11.0,29.4,0.28378378378378377,2,69
0.0,1.3862943611198906,18.0,2.5,0.28378378378378377,2,69
0.0,0.6931471805599453,13.0,17.3,0.28378378378378377,3,69
0.0,0.6931471805599453,15.0,10.7,0.28378378378378377,3,69
0.0,0.6931471805599453,13.0,17.3,0.28378378378378377,3,69
0.0,0.6931471805599453,15.0,10.7,0.28378378378378377,3,69
0.0,1.6094379124341003,16.0,2.1,0.28378378378378377,3,69
0.0,1.6094379124341003,13.0,1.6,0.28378378378378377,3,69
0.0,1.6094379124341003,16.0,2.1,0.28378378378378377,3,69
0.0,1.6094379124341003,13.0,1.6,0.28378378378378377,3,69
0.0,0.6931471805599453,11.0,29.4,0.28378378378378377,3,69
0.0,0.6931471805599453,18.0,2.5,0.28378378378378377,3,69
0.0,0.6931471805599453,11.0,29.4,0.28378378378378377,3,69
0.0,0.6931471805599453,18.0,2.5,0.28378378378378377,3,69
0.0,0.6931471805599453,11.0,19.7,0.28378378378378377,3,69
