A,Y,W,Z,X_race,X_sex
10.0,1.6094379124341003,6.0,10.0,1,2
8.0,2.6275629501895237,7.0,12.0,1,1
12.0,1.0188473201992472,5.0,8.0,2,2
12.0,1.6770965609079151,10.0,12.0,2,1
14.0,1.6094379124341003,12.0,7.0,2,2
10.0,1.791759469228055,9.0,11.0,2,2
12.0,2.157559320943788,12.0,3.0,2,2
12.0,2.157559320943788,12.0,2.0,2,2
13.0,2.169053700369523,12.0,12.0,2,1
12.0,1.843719208158766,12.0,7.0,3,2
16.0,2.733067964077498,9.0,14.0,3,1
15.0,2.551786178627545,10.0,12.0,3,2
12.0,2.269028309465203,10.0,8.0,3,2
13.0,2.1186622548331173,14.0,3.0,3,2
20.0,2.485739636091892,12.0,17.0,3,2
16.0,2.4060438013622756,14.0,18.0,3,2
18.0,2.2793164660546914,16.0,16.0,3,2
17.0,2.127040520479115,16.0,16.0,3,2
12.0,1.6094379124341003,14.0,16.0,3,2
17.0,2.8384934971274993,16.0,12.0,3,2
16.0,3.044522437723423,16.0,18.0,3,1
16.0,2.7738379416402132,18.0,16.0,3,2
16.0,1.6544112780768316,12.0,16.0,3,2
14.0,2.4965057856313524,12.0,12.0,3,2
18.0,2.668616131856803,18.0,14.0,3,2
12.0,1.7509374747078,11.0,12.0,3,2
16.0,3.327909585892323,16.0,18.0,3,1
16.0,2.481567748522486,16.0,18.0,3,2
17.0,2.913437030827161,16.0,16.0,3,1
9.0,2.302585092994046,9.0,12.0,3,1
12.0,1.864080130807681,6.0,16.0,2,1
13.0,2.1114245875328868,6.0,13.0,2,2
12.0,1.4747630091074988,8.0,10.0,3,2
12.0,1.3862943611198906,14.0,12.0,3,2
12.0,2.5257286443082556,9.0,14.0,3,1
13.0,0.4054651081081644,8.0,11.0,3,2
13.0,1.269760544863939,12.0,13.0,3,2
12.0,2.505525936990736,12.0,16.0,3,2
16.0,2.327277705584417,17.0,12.0,3,2
16.0,2.302585092994046,12.0,14.0,3,2
16.0,2.5572273113676265,12.0,13.0,3,1
14.0,2.6275629501895237,12.0,13.0,3,1
15.0,2.1004689088719113,13.0,16.0,3,1
13.0,2.124653884501384,8.0,12.0,3,2
13.0,2.6152036507358583,10.0,12.0,3,1
15.0,2.0881534822818573,9.0,15.0,3,1
12.0,1.6770965609079151,12.0,16.0,3,1
19.0,3.4137844971676268,12.0,14.0,3,2
14.0,2.776954179749421,12.0,12.0,3,1
12.0,-0.8915981192837836,12.0,11.0,3,2
14.0,-0.4942963218147801,12.0,15.0,3,1
14.0,2.5257286443082556,12.0,13.0,3,1
15.0,1.4469189829363254,12.0,8.0,2,2
17.0,2.0943301541735866,10.0,12.0,2,2
13.0,1.2149127443642704,20.0,12.0,2,2
12.0,2.513656063073986,12.0,8.0,3,1
16.0,2.302585092994046,16.0,16.0,3,1
12.0,2.272125885509337,6.0,12.0,3,2
18.0,2.614471854142644,12.0,12.0,3,2
16.0,2.302585092994046,12.0,16.0,3,1
13.0,2.1972245773362196,14.0,16.0,3,2
12.0,2.2823823856765264,10.0,0.0,3,1
12.0,2.401525040848949,12.0,12.0,3,1
12.0,2.548663615590751,12.0,12.0,3,1
12.0,2.0149030205422647,10.0,12.0,3,1
12.0,1.7833912195575383,8.0,11.0,1,2
14.0,2.998229153752578,12.0,15.0,1,1
15.0,2.306577114263583,11.0,12.0,1,1
14.0,2.494031557565001,12.0,15.0,1,2
15.0,2.302585092994046,18.0,19.0,1,2
11.0,2.402430427963762,11.0,12.0,3,1
12.0,2.822568654544802,10.0,14.0,3,1
10.0,1.220829921392359,14.0,2.0,3,2
12.0,2.295560478057081,14.0,12.0,3,2
12.0,2.4449523342809676,12.0,10.0,3,1
11.0,1.7047480922384253,6.0,8.0,3,1
16.0,2.0794415416798357,9.0,12.0,3,2
13.0,2.833213344056216,11.0,12.0,3,2
12.0,2.4203681286504293,14.0,5.0,3,2
12.0,2.733067964077498,12.0,9.0,3,1
14.0,2.485739636091892,15.0,14.0,3,1
13.0,2.60859812213055,12.0,6.0,3,1
12.0,2.2905125117597764,12.0,12.0,3,2
10.0,2.157559320943788,8.0,12.0,3,1
12.0,1.791759469228055,9.0,10.0,3,1
12.0,2.3683728335320486,4.0,13.0,3,1
12.0,2.733067964077498,4.0,12.0,3,1
14.0,1.6956156086751528,16.0,12.0,3,2
12.0,0.8754687373538999,12.0,16.0,3,2
12.0,2.0515563381903004,12.0,3.0,3,2
12.0,2.0794415416798357,16.0,10.0,3,2
14.0,2.596000697293587,16.0,1.0,3,2
17.0,2.4561641809223462,16.0,16.0,3,1
12.0,2.0706530356467567,16.0,0.0,3,1
12.0,2.0794415416798357,16.0,7.0,3,1
18.0,2.681706225762608,7.0,18.0,3,2
16.0,2.6946271807700692,8.0,16.0,3,2
13.0,1.7047480922384253,12.0,11.0,3,2
12.0,1.0647107369924282,8.0,12.0,3,2
12.0,2.2332350148592526,12.0,12.0,3,1
12.0,1.891604804197771,12.0,12.0,3,2
12.0,2.0399207835175526,9.0,3.0,3,2
12.0,0.37843643572024505,12.0,12.0,3,1
11.0,0.27763173659827955,12.0,12.0,3,1
12.0,1.599387576580599,6.0,12.0,3,1
17.0,2.644755350729896,12.0,16.0,3,2
15.0,1.3862943611198906,12.0,0.0,3,1
19.0,2.859339648648436,12.0,17.0,3,1
10.0,2.0943301541735866,12.0,12.0,3,1
16.0,1.4701758451005926,10.0,14.0,3,2
12.0,2.7819200496686656,10.0,14.0,3,1
12.0,1.9065751436566365,9.0,6.0,3,2
14.0,3.0740812399649675,12.0,10.0,3,2
12.0,2.668616131856803,12.0,12.0,3,1
11.0,2.262804222982201,12.0,7.0,3,1
12.0,2.1972245773362196,12.0,3.0,3,2
12.0,1.713797927758343,11.0,12.0,3,1
12.0,2.457877977400081,12.0,9.0,3,2
8.0,1.5040773967762742,11.0,9.0,3,2
12.0,1.5282278570085572,11.0,10.0,3,2
12.0,1.8325814637483102,8.0,6.0,3,2
11.0,1.7047480922384253,8.0,8.0,3,2
11.0,1.4469189829363254,12.0,12.0,3,2
13.0,2.1972245773362196,12.0,14.0,3,1
16.0,2.34660197841082,12.0,16.0,3,1
16.0,2.7226103524335397,12.0,12.0,3,1
12.0,2.3711778844596574,12.0,14.0,3,2
16.0,2.8384934971274993,16.0,6.0,3,1
8.0,1.7833912195575383,15.0,1.0,3,1
12.0,2.157559320943788,12.0,19.0,3,2
12.0,2.60638654732571,12.0,13.0,3,1
12.0,1.8855533485144158,12.0,12.0,3,1
16.0,3.028683373693677,16.0,18.0,3,1
16.0,1.3056264580524357,16.0,20.0,3,2
12.0,2.6290069937617573,10.0,12.0,3,1
12.0,2.2407096892759584,12.0,15.0,3,2
14.0,2.805781689595545,17.0,13.0,3,1
15.0,2.768204123921957,17.0,12.0,3,1
14.0,2.0149030205422647,17.0,16.0,3,2
12.0,0.7929925155296614,12.0,12.0,3,2
17.0,1.7316555451583497,12.0,19.0,3,2
16.0,1.9459101490553132,11.0,18.0,3,2
12.0,2.431857428698185,12.0,12.0,3,1
12.0,2.4309783077624445,12.0,12.0,3,1
14.0,1.8562979903656263,12.0,12.0,3,1
18.0,2.7868613815264998,20.0,16.0,3,1
12.0,2.540814281726296,12.0,14.0,3,1
13.0,1.7047480922384253,13.0,12.0,3,2
14.0,2.917770732084279,12.0,12.0,3,1
17.0,1.6601310267496185,11.0,12.0,3,1
12.0,2.2300144001592104,12.0,12.0,3,1
12.0,1.791759469228055,12.0,6.0,3,2
12.0,1.4469189829363254,12.0,12.0,3,2
16.0,2.3115448343655176,12.0,12.0,3,1
12.0,2.4265710727750367,12.0,11.0,3,1
14.0,1.4816045409242156,13.0,15.0,3,2
12.0,2.2082744135228043,12.0,8.0,3,1
12.0,2.1102132003465894,12.0,12.0,3,1
12.0,2.990719731730447,9.0,12.0,3,1
13.0,2.180417459019838,9.0,14.0,3,2
16.0,3.138533072185662,11.0,12.0,3,2
16.0,3.01651481273652,8.0,16.0,3,1
12.0,1.8718021769015913,8.0,12.0,3,1
12.0,2.1849270495258133,8.0,5.0,2,1
18.0,2.2407096892759584,18.0,18.0,3,2
16.0,2.2512917986064953,18.0,14.0,3,1
16.0,2.513656063073986,18.0,3.0,3,2
16.0,1.8718021769015913,18.0,12.0,3,2
11.0,2.4706386779902956,12.0,12.0,3,1
16.0,3.0740812399649675,12.0,18.0,3,1
19.0,3.1620938107692163,12.0,17.0,1,2
13.0,2.128231705849268,14.0,9.0,3,2
14.0,1.8855533485144158,12.0,12.0,3,1
14.0,2.0001277349601105,12.0,12.0,3,2
16.0,0.412109650826833,12.0,7.0,3,2
16.0,2.913437030827161,12.0,9.0,3,2
16.0,2.5649493574615367,12.0,18.0,3,1
16.0,2.8690346205080335,12.0,17.0,3,1
12.0,2.422144328051685,8.0,16.0,3,1
12.0,1.7509374747078,12.0,12.0,3,1
12.0,1.7509374747078,12.0,12.0,3,1
12.0,2.0412203288596382,8.0,12.0,3,1
12.0,2.1972245773362196,2.0,13.0,3,1
12.0,2.1972245773362196,2.0,8.0,3,1
13.0,2.298577071596507,8.0,13.0,3,2
12.0,2.379546134130174,8.0,14.0,3,1
17.0,2.8820035082256483,8.0,16.0,3,2
20.0,3.151025157960026,8.0,16.0,3,1
16.0,2.6347624053323777,12.0,16.0,3,2
12.0,1.4469189829363254,12.0,11.0,3,2
12.0,1.8991179875485542,12.0,9.0,3,2
15.0,2.70805020110221,12.0,13.0,3,1
12.0,2.336986519711378,7.0,8.0,3,1
12.0,1.0577902941478545,12.0,10.0,3,1
17.0,2.0476928433652555,12.0,12.0,3,1
12.0,1.4701758451005926,12.0,5.0,3,2
12.0,2.6152036507358583,12.0,12.0,3,1
13.0,2.6275629501895237,8.0,16.0,3,1
19.0,2.387844936944869,12.0,12.0,3,2
12.0,2.3758355547336385,12.0,2.0,3,1
12.0,2.6390573296152584,12.0,12.0,3,2
16.0,2.4765384001174837,12.0,12.0,3,2
16.0,2.2353763433005955,12.0,13.0,3,2
16.0,2.303584593327129,8.0,14.0,3,1
13.0,2.642622395779755,12.0,12.0,3,1
14.0,2.4449523342809676,10.0,8.0,3,1
14.0,2.446685436967803,12.0,1.0,3,1
14.0,1.9906103279732201,12.0,12.0,3,1
19.0,1.7316555451583497,12.0,5.0,3,2
16.0,2.4449523342809676,20.0,16.0,3,2
20.0,1.8825138324965192,12.0,18.0,3,2
14.0,1.9035989509835904,9.0,16.0,3,2
18.0,2.3702437414678603,15.0,12.0,3,2
12.0,1.873339456220478,13.0,12.0,3,2
17.0,3.062923523094314,12.0,15.0,3,1
13.0,1.8718021769015913,12.0,12.0,3,1
16.0,3.1793030497483774,13.0,16.0,3,1
12.0,1.8562979903656263,8.0,12.0,3,2
18.0,1.9823798288367047,12.0,12.0,3,2
16.0,2.5494451709255714,12.0,12.0,3,1
16.0,2.3978952727983707,12.0,12.0,3,2
16.0,2.373043556642607,18.0,12.0,3,1
13.0,2.1972245773362196,0.0,12.0,1,2
18.0,2.4765384001174837,10.0,16.0,1,2
14.0,2.0515563381903004,6.0,16.0,1,1
18.0,2.0881534822818573,6.0,17.0,1,2
12.0,1.9712993830601329,14.0,14.0,1,2
12.0,1.6695918352538475,14.0,4.0,1,2
6.0,1.5769147207285403,0.0,3.0,1,1
12.0,2.0082140323914683,0.0,12.0,1,2
15.0,1.9459101490553132,3.0,13.0,1,2
8.0,1.4469189829363254,2.0,3.0,1,2
9.0,3.506457892319648,8.0,9.0,1,1
12.0,2.3978952727983707,2.0,4.0,1,1
9.0,1.9459101490553132,5.0,8.0,1,1
12.0,1.8082887711792655,7.0,12.0,1,2
12.0,1.8325814637483102,11.0,9.0,1,2
4.0,1.5040773967762742,2.0,0.0,1,1
6.0,1.4469189829363254,2.0,8.0,1,2
10.0,2.448415541205585,4.0,9.0,1,1
13.0,1.4469189829363254,2.0,10.0,1,2
15.0,2.4849066497880004,12.0,14.0,1,2
17.0,2.3243465847755584,13.0,1.0,3,2
12.0,2.4042387467205457,5.0,13.0,1,1
11.0,1.4469189829363254,5.0,7.0,1,2
17.0,1.791759469228055,14.0,12.0,3,1
15.0,3.1552968432253294,15.0,5.0,3,1
14.0,1.8718021769015913,10.0,10.0,1,1
12.0,2.2874714551839976,6.0,12.0,3,2
12.0,1.8325814637483102,4.0,12.0,1,2
14.0,2.1972245773362196,12.0,5.0,1,1
6.0,1.4469189829363254,0.0,9.0,1,2
12.0,1.9459101490553132,0.0,11.0,1,2
16.0,2.907447358686419,6.0,12.0,1,2
16.0,2.9564715596006885,0.0,16.0,1,1
16.0,2.995732273553991,6.0,16.0,1,1
9.0,1.6582280766035324,5.0,11.0,1,2
12.0,1.430311246536665,0.0,0.0,1,1
12.0,1.55814461804655,2.0,0.0,1,1
12.0,1.5390154481375546,2.0,9.0,1,2
12.0,1.776645831418007,2.0,8.0,1,2
12.0,1.8855533485144158,5.0,11.0,3,1
16.0,-0.040821994520255166,7.0,5.0,2,2
12.0,2.1400661634962708,10.0,14.0,2,1
9.0,1.5151272329628591,12.0,5.0,2,1
12.0,2.551006451492524,8.0,12.0,2,1
12.0,1.4469189829363254,6.0,11.0,3,2
16.0,2.489064659936664,10.0,14.0,3,2
17.0,2.551006451492524,16.0,16.0,3,1
14.0,2.485739636091892,10.0,4.0,3,1
14.0,1.9712993830601329,7.0,12.0,3,2
10.0,1.1631508098056809,7.0,13.0,3,1
12.0,1.4469189829363254,11.0,0.0,3,2
16.0,2.4300984132930052,8.0,12.0,3,2
16.0,1.9416152247724325,6.0,12.0,3,2
12.0,2.0149030205422647,10.0,12.0,2,1
12.0,1.918392120161421,10.0,9.0,2,1
12.0,1.8196988379172965,10.0,7.0,2,2
13.0,1.6094379124341003,10.0,11.0,3,2
13.0,2.655352412101761,10.0,12.0,3,2
12.0,2.1377104498038118,12.0,12.0,3,2
16.0,2.4973291697865574,12.0,12.0,3,2
14.0,1.3217558399823195,11.0,12.0,3,2
12.0,2.157559320943788,12.0,12.0,3,1
13.0,2.169053700369523,3.0,12.0,3,2
12.0,2.0399207835175526,11.0,12.0,3,2
11.0,2.6347624053323777,4.0,6.0,2,1
12.0,1.8718021769015913,12.0,12.0,3,2
12.0,1.763017000362401,7.0,12.0,3,2
12.0,2.583997552432231,10.0,12.0,3,1
12.0,2.0943301541735866,12.0,12.0,3,1
12.0,1.5040773967762742,12.0,12.0,2,1
12.0,1.7047480922384253,5.0,5.0,2,1
14.0,2.379546134130174,12.0,12.0,3,1
14.0,2.145931282948669,10.0,12.0,3,1
16.0,2.4714836294558595,16.0,14.0,2,2
12.0,2.341805806147327,16.0,12.0,2,1
14.0,1.9810014688665833,5.0,12.0,2,1
14.0,2.6741486494265287,7.0,12.0,3,1
12.0,2.1102132003465894,8.0,11.0,3,2
14.0,2.244955980157409,8.0,12.0,3,1
12.0,2.2617630984737906,9.0,14.0,3,1
12.0,1.763017000362401,10.0,12.0,3,1
12.0,1.3190856114264407,5.0,12.0,3,2
12.0,1.2149127443642704,6.0,12.0,3,2
12.0,2.28949985344539,10.0,16.0,3,1
12.0,2.4849066497880004,3.0,12.0,2,1
12.0,2.0149030205422647,4.0,12.0,2,1
13.0,2.4449523342809676,15.0,9.0,3,1
13.0,2.558776498354456,12.0,16.0,2,1
12.0,1.4469189829363254,12.0,8.0,3,2
12.0,2.0541237336955462,12.0,12.0,3,2
12.0,2.0794415416798357,12.0,14.0,3,1
16.0,2.151762203259462,12.0,16.0,3,1
16.0,3.100992784211484,12.0,12.0,3,2
13.0,1.918392120161421,12.0,15.0,3,1
12.0,2.7245795030534206,12.0,12.0,3,1
14.0,1.3217558399823195,3.0,12.0,3,2
12.0,1.5789787049493917,10.0,12.0,3,2
12.0,2.277267285009756,12.0,3.0,3,1
16.0,2.028148247292285,10.0,8.0,3,2
15.0,2.533696813957432,11.0,12.0,3,2
13.0,2.180417459019838,11.0,8.0,3,2
10.0,0.7975071958841882,1.0,9.0,3,2
12.0,2.4203681286504293,11.0,13.0,3,1
13.0,2.0794415416798357,14.0,12.0,3,2
12.0,1.9530276168241774,9.0,12.0,3,1
11.0,2.4423470353692043,11.0,12.0,3,1
15.0,2.8507065015037334,8.0,17.0,3,1
13.0,2.833213344056216,10.0,12.0,3,1
18.0,2.3580197998821464,11.0,16.0,3,2
14.0,2.825536896557877,14.0,18.0,3,2
14.0,2.506341930508065,13.0,16.0,3,1
17.0,2.7013612129514133,16.0,16.0,3,2
20.0,1.430311246536665,20.0,19.0,3,1
20.0,2.3997118037247684,20.0,14.0,3,2
17.0,2.262804222982201,20.0,12.0,3,2
16.0,3.138533072185662,19.0,20.0,3,2
18.0,3.084200921541599,20.0,20.0,3,1
13.0,2.1972245773362196,10.0,12.0,3,1
14.0,2.668616131856803,14.0,16.0,3,2
12.0,2.67552700939665,12.0,15.0,3,1
16.0,2.4449523342809676,13.0,16.0,3,1
12.0,2.740840023925201,12.0,14.0,3,2
12.0,1.9459101490553132,10.0,11.0,3,2
11.0,2.1102132003465894,9.0,10.0,3,2
13.0,2.7819200496686656,12.0,12.0,3,1
11.0,1.965712776351493,10.0,12.0,3,2
16.0,3.2441536320524693,16.0,12.0,3,1
17.0,2.733067964077498,16.0,16.0,3,2
16.0,2.8384934971274993,16.0,14.0,3,1
18.0,2.302585092994046,16.0,16.0,3,1
9.0,2.0028304393079956,12.0,12.0,1,1
14.0,2.70805020110221,17.0,16.0,3,2
12.0,2.836736542063533,12.0,6.0,3,2
12.0,1.9459101490553132,9.0,12.0,3,1
12.0,2.864483986944037,12.0,12.0,3,2
13.0,2.302585092994046,12.0,15.0,2,2
12.0,2.379546134130174,14.0,14.0,3,2
13.0,3.398192872641857,16.0,14.0,3,1
20.0,1.7595805708638197,20.0,18.0,3,2
19.0,3.3751955791231545,17.0,16.0,3,1
16.0,3.2188758248682006,17.0,18.0,3,2
16.0,2.485739636091892,18.0,16.0,3,1
18.0,3.0363942552728806,17.0,16.0,3,1
18.0,3.175132901920282,20.0,18.0,3,2
16.0,2.733067964077498,16.0,16.0,3,2
16.0,2.668616131856803,16.0,16.0,3,1
19.0,2.4449523342809676,16.0,18.0,3,1
16.0,3.138533072185662,16.0,16.0,3,1
17.0,2.7638002162067017,16.0,12.0,3,2
12.0,2.995732273553991,12.0,12.0,1,2
12.0,2.5764217586237734,12.0,12.0,1,1
12.0,2.4203681286504293,12.0,12.0,1,1
19.0,2.5680215564985067,14.0,18.0,3,1
17.0,2.3174737054877963,8.0,12.0,3,1
12.0,2.516889695641051,12.0,12.0,3,2
12.0,2.411439497906128,12.0,12.0,3,2
12.0,2.668616131856803,12.0,12.0,3,1
12.0,2.935982269148217,14.0,17.0,3,1
12.0,2.740840023925201,12.0,12.0,3,1
12.0,2.545531271604435,12.0,12.0,3,1
12.0,2.5257286443082556,12.0,12.0,3,1
12.0,2.485739636091892,12.0,12.0,3,1
16.0,3.2188758248682006,16.0,16.0,3,2
15.0,1.9459101490553132,11.0,13.0,3,2
7.0,1.6582280766035324,4.0,8.0,3,1
18.0,3.1692653243148663,11.0,2.0,3,2
13.0,2.302585092994046,18.0,14.0,3,2
15.0,3.061520014091994,20.0,18.0,3,1
16.0,2.1736147116970854,18.0,17.0,3,2
20.0,2.3960754360813845,16.0,19.0,3,1
16.0,3.0740812399649675,16.0,16.0,3,2
12.0,1.8547342683894434,10.0,12.0,2,1
13.0,2.6748380668960965,14.0,0.0,3,1
16.0,2.0476928433652555,12.0,13.0,3,2
16.0,1.5282278570085572,19.0,16.0,3,2
16.0,2.1400661634962708,18.0,16.0,3,2
16.0,2.489064659936664,19.0,14.0,3,1
10.0,1.5390154481375546,12.0,12.0,2,1
13.0,2.3997118037247684,11.0,12.0,3,2
10.0,2.5257286443082556,12.0,12.0,3,1
16.0,3.5981338408071912,16.0,18.0,3,2
16.0,2.822568654544802,16.0,16.0,3,1
20.0,2.6741486494265287,15.0,18.0,3,1
16.0,2.7555697170701863,16.0,16.0,3,1
20.0,2.640484881606444,18.0,20.0,3,2
12.0,1.791759469228055,16.0,16.0,3,1
19.0,2.481567748522486,16.0,14.0,3,2
16.0,3.138099514840913,16.0,14.0,3,1
16.0,2.9564715596006885,12.0,12.0,3,2
15.0,2.265921108622454,8.0,12.0,1,1
12.0,2.1815467646169897,8.0,10.0,1,1
12.0,2.805176911832933,12.0,18.0,3,1
10.0,2.5217206229107165,12.0,12.0,3,1
14.0,1.747459210331475,12.0,18.0,3,1
12.0,2.7638002162067017,14.0,12.0,3,1
20.0,2.681706225762608,12.0,18.0,3,1
13.0,2.0149030205422647,12.0,12.0,3,1
16.0,3.7549012496559335,18.0,16.0,3,1
16.0,3.0430928449138284,12.0,16.0,3,1
12.0,2.4078456036515385,12.0,11.0,3,2
16.0,2.485739636091892,12.0,14.0,3,2
12.0,1.944480556245719,9.0,12.0,3,2
14.0,2.1198634561787513,12.0,0.0,3,1
12.0,2.8384934971274993,11.0,12.0,3,1
12.0,2.359910159613315,9.0,14.0,3,1
13.0,1.9919755158985601,8.0,9.0,3,1
14.0,1.8718021769015913,9.0,2.0,2,2
18.0,2.9311937524164198,19.0,18.0,3,2
16.0,3.005187432324746,12.0,19.0,3,1
16.0,2.206074192613202,14.0,16.0,3,1
18.0,2.8021475244813256,12.0,12.0,3,1
12.0,2.70805020110221,12.0,12.0,3,2
13.0,2.733067964077498,8.0,12.0,3,1
11.0,2.2082744135228043,12.0,5.0,2,1
18.0,3.260401571696699,12.0,16.0,2,1
12.0,2.6651427000909336,12.0,12.0,3,2
12.0,2.4203681286504293,12.0,11.0,3,2
12.0,2.8853592160726205,6.0,12.0,3,2
12.0,2.88703285663065,15.0,14.0,3,1
12.0,2.4595888418037104,11.0,12.0,3,1
13.0,2.0347056478384444,8.0,10.0,3,2
12.0,2.3580197998821464,10.0,12.0,3,2
12.0,1.9459101490553132,12.0,12.0,3,2
12.0,2.174751721484161,12.0,14.0,2,2
13.0,2.0794415416798357,16.0,11.0,3,2
12.0,1.6094379124341003,9.0,1.0,3,2
12.0,1.864080130807681,12.0,0.0,3,2
12.0,2.733067964077498,12.0,12.0,3,1
12.0,2.1972245773362196,8.0,1.0,3,1
12.0,2.0149030205422647,9.0,15.0,3,2
12.0,2.365559892155434,16.0,16.0,3,2
14.0,3.1354942159291497,12.0,14.0,3,1
16.0,2.563409711275944,12.0,18.0,3,2
16.0,3.319263998899469,16.0,16.0,3,1
12.0,2.5257286443082556,12.0,12.0,3,1
12.0,1.0647107369924282,11.0,0.0,2,1
12.0,1.9810014688665833,9.0,7.0,2,2
12.0,1.6094379124341003,12.0,10.0,2,2
12.0,2.0255131996542803,11.0,12.0,3,2
12.0,1.7047480922384253,11.0,12.0,3,2
12.0,1.824549292051046,11.0,7.0,3,2
16.0,3.099190981922221,12.0,16.0,3,1
16.0,2.6026896854443837,16.0,18.0,3,2
16.0,2.932792473780117,16.0,20.0,3,1
11.0,2.9887076586170265,9.0,12.0,3,1
8.0,2.963209081848431,8.0,9.0,3,1
12.0,1.2029723039923526,11.0,12.0,3,2
12.0,1.8325814637483102,12.0,16.0,3,2
12.0,2.803360380906535,9.0,12.0,3,2
12.0,2.917770732084279,12.0,12.0,3,1
15.0,2.70805020110221,10.0,14.0,3,1
15.0,1.8855533485144158,12.0,15.0,3,2
12.0,2.169053700369523,12.0,13.0,3,2
17.0,2.6762154775821916,16.0,16.0,3,2
14.0,2.5257286443082556,12.0,6.0,3,2
16.0,2.70805020110221,12.0,16.0,3,2
12.0,2.169053700369523,12.0,11.0,3,2
12.0,2.8758219768814333,12.0,18.0,3,2
12.0,3.0740812399649675,11.0,16.0,3,1
14.0,2.6468837658647226,20.0,12.0,3,2
12.0,2.3115448343655176,14.0,11.0,3,2
13.0,2.0149030205422647,12.0,0.0,3,2
13.0,2.234306252240751,12.0,12.0,3,2
12.0,1.7833912195575383,12.0,12.0,3,1
12.0,2.4518667957098,12.0,12.0,3,1
12.0,2.131796772013764,12.0,12.0,3,2
12.0,2.8449093838194073,12.0,18.0,3,1
16.0,2.9444389791664403,10.0,16.0,3,1
13.0,3.0516399054922867,12.0,16.0,3,1
18.0,8.399409155759354,20.0,14.0,3,1
16.0,2.485739636091892,12.0,20.0,3,2
17.0,2.8449093838194073,12.0,18.0,3,2
16.0,3.4154289639088797,12.0,16.0,3,2
12.0,2.1736147116970854,12.0,6.0,3,2
18.0,3.2928695047765273,13.0,14.0,3,1
16.0,3.1793030497483774,13.0,16.0,3,2
16.0,3.1793030497483774,18.0,18.0,3,2
13.0,1.9459101490553132,16.0,16.0,3,2
19.0,2.6026896854443837,17.0,20.0,3,2
16.0,1.7833912195575383,20.0,0.0,3,1
17.0,2.4159137783010487,20.0,15.0,3,1
15.0,2.0149030205422647,20.0,12.0,3,1
12.0,1.4701758451005926,9.0,14.0,3,2
12.0,2.768831673362069,10.0,0.0,3,2
16.0,2.4203681286504293,16.0,14.0,3,1
20.0,2.9564715596006885,20.0,20.0,3,1
20.0,2.8780742300857587,20.0,20.0,3,1
18.0,3.096029994869355,19.0,16.0,3,1
16.0,2.5855058483441162,16.0,0.0,3,2
16.0,3.839667343236006,11.0,14.0,2,1
12.0,1.884034745337226,12.0,10.0,2,2
14.0,1.81319474994812,11.0,12.0,2,2
12.0,2.7568403652716422,12.0,16.0,3,1
12.0,2.286455711064162,11.0,16.0,3,1
12.0,2.302585092994046,12.0,14.0,3,1
12.0,2.4265710727750367,12.0,14.0,3,1
12.0,2.063058062429312,12.0,8.0,3,2
16.0,2.0794415416798357,12.0,13.0,3,2
12.0,2.333114298028869,10.0,12.0,3,2
14.0,2.2669579153508947,8.0,8.0,3,2
12.0,2.3749057545736716,8.0,12.0,3,1
12.0,2.0794415416798357,8.0,3.0,3,2
12.0,2.750470916986162,12.0,12.0,3,2
12.0,2.3960754360813845,11.0,4.0,3,1
16.0,2.9030685886905716,12.0,16.0,3,1
12.0,2.1400661634962708,12.0,16.0,3,2
12.0,2.174751721484161,12.0,14.0,3,1
12.0,2.3105532626432224,12.0,16.0,3,1
12.0,2.33214389523559,16.0,14.0,3,1
14.0,2.7738379416402132,16.0,13.0,3,1
12.0,2.668616131856803,16.0,4.0,3,2
18.0,3.026261478588814,16.0,16.0,3,1
17.0,2.563409711275944,16.0,16.0,3,1
20.0,3.332204510175204,16.0,12.0,3,1
12.0,2.1972245773362196,12.0,13.0,3,2
14.0,2.599722324216582,8.0,12.0,3,1
15.0,2.4423470353692043,8.0,12.0,3,2
12.0,2.060513531794317,10.0,12.0,3,1
12.0,0.4824261492442928,12.0,12.0,3,2
19.0,1.9459101490553132,12.0,13.0,3,1
12.0,2.1972245773362196,14.0,18.0,3,2
16.0,2.6195832197798796,15.0,7.0,3,2
18.0,1.6094379124341003,12.0,18.0,3,2
12.0,2.70805020110221,8.0,12.0,3,2
12.0,2.302585092994046,8.0,15.0,3,1
12.0,2.4706386779902956,8.0,12.0,3,1
12.0,2.5087859235779435,12.0,13.0,3,2
14.0,2.0554049638515948,17.0,12.0,3,2
14.0,1.0260415958332743,11.0,7.0,3,2
12.0,2.0794415416798357,12.0,11.0,3,2
13.0,2.540814281726296,20.0,12.0,3,1
20.0,2.995732273553991,17.0,16.0,3,1
18.0,1.8718021769015913,17.0,16.0,3,1
13.0,1.9892432737616872,16.0,12.0,3,1
9.0,1.8718021769015913,11.0,9.0,2,1
16.0,3.2891478778535324,11.0,16.0,3,1
11.0,2.731115474033206,5.0,1.0,1,1
12.0,2.4527277514237653,8.0,12.0,1,1
14.0,2.4965057856313524,12.0,8.0,1,2
7.0,2.5257286443082556,10.0,12.0,3,1
16.0,2.968874819384108,14.0,14.0,3,1
19.0,3.1518809560439225,12.0,13.0,3,2
14.0,2.262804222982201,12.0,16.0,3,2
13.0,2.349468678892896,14.0,15.0,1,1
15.0,1.8578592709325787,8.0,16.0,3,1
